Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
Aalto/False_1,0,1,DT,0.928382588990652,0.844092432081178,0.932964187774961,0.844092432081178,0.881669026429067,0.910008457438289,0.177541971206665,0.00598406791687,0
Aalto/False_1,1,3,DT,0.928524218676235,0.844123121048494,0.933078556906284,0.844123121048494,0.881725065195335,0.910183820909448,0.149600267410278,0.005983114242554,0
Aalto/False_1,2,5,DT,0.928429798885846,0.844123464851783,0.933034791738908,0.844123464851783,0.881730633370099,0.910069179820271,0.14561128616333,0.004985809326172,0
Aalto/False_1,3,7,DT,0.928618638466623,0.844164383474872,0.933129103203127,0.844164383474872,0.88177015668346,0.910302468437969,0.188520431518555,0.006981611251831,0
Aalto/False_1,4,9,DT,0.928288169200264,0.844030366539966,0.932997380436358,0.844030366539966,0.881651455528142,0.909888605277366,0.176527738571167,0.004985094070435,0
Aalto/False_1,5,11,DT,0.928429798885846,0.844081858622116,0.933028010609442,0.844081858622116,0.881679973707209,0.910065173380927,0.171555757522583,0.005983591079712,0
Aalto/False_1,6,13,DT,0.92847700878104,0.844112891392722,0.933118814000264,0.844112891392722,0.881744104059437,0.910125140766902,0.158015727996826,0.005984306335449,0
Aalto/False_1,7,15,DT,0.928429798885846,0.844123464851783,0.933063768758144,0.844123464851783,0.881739744835451,0.910068311163253,0.170545339584351,0.007977724075317,0
Aalto/False_1,8,17,DT,0.928665848361817,0.844195416245477,0.933141406301834,0.844195416245477,0.881796538210274,0.910362658054701,0.167552471160889,0.006981611251831,0
se_1,9,10,DT,0.928571428571429,0.844154153819099,0.933090891350214,0.844154153819099,0.881751457859147,0.910244011672245,0.144612550735474,0.004986524581909,0
Aalto/False_1,10,11,DT,0.928571428571429,0.844154153819099,0.933177886164982,0.844154153819099,0.881795765545517,0.910243675332093,0.148661136627197,0.005096197128296,0
Aalto/False_1,11,12,DT,0.928571428571429,0.844154153819099,0.933090891350214,0.844154153819099,0.881751457859147,0.910244011672245,0.158316373825073,0.004986047744751,0
Aalto/False_1,12,13,DT,0.92847700878104,0.844154497622389,0.932989008279576,0.844154497622389,0.88172177945283,0.91012883770049,0.15662145614624,0.004986524581909,0
Aalto/False_1,13,14,DT,0.928665848361817,0.844195416245477,0.933141406301834,0.844195416245477,0.881796538210274,0.910362658054701,0.159570932388306,0.005984306335449,0
Aalto/False_1,14,15,DT,0.92847700878104,0.844133694507555,0.933072715142463,0.844133694507555,0.881749289916871,0.910127632857736,0.167551279067993,0.005985260009766,0
Aalto/False_1,15,16,DT,0.928571428571429,0.844154153819099,0.933090891350214,0.844154153819099,0.881751457859147,0.910244011672245,0.14361572265625,0.005983829498291,0
Aalto/False_1,16,17,DT,0.928429798885846,0.844061055507282,0.933024578459645,0.844061055507282,0.881663096482734,0.910064304646509,0.142632246017456,0.005984544754028,0
Aalto/False_1,17,18,DT,0.928429798885846,0.844123464851783,0.932947566091429,0.844123464851783,0.881686289514227,0.910069516801282,0.140624761581421,0.004986524581909,0
Aalto/False_1,18,19,DT,0.928429798885846,0.844123464851783,0.932976600614338,0.844123464851783,0.881695410008235,0.910068648150774,0.141619682312012,0.005984306335449,0
Aalto/False_1,19,20,DT,0.92847700878104,0.844133694507555,0.933014640193195,0.844133694507555,0.881714084530963,0.91012710152868,0.141620635986328,0.004987239837646,0
Aalto/False_1,20,21,DT,0.928429798885846,0.844123464851783,0.932947566091429,0.844123464851783,0.881686289514227,0.910069516801282,0.143179893493652,0.006021976470947,0
Aalto/False_1,21,22,DT,0.928382588990652,0.844113235196011,0.932929887643997,0.844113235196011,0.881670135291399,0.910010308302611,0.143598079681396,0.004986047744751,0
Aalto/False_1,22,23,DT,0.928618638466623,0.844185186589705,0.933103220718226,0.844185186589705,0.881777836367179,0.910304201272239,0.144612550735474,0.00598406791687,0
Aalto/False_1,23,24,DT,0.92847700878104,0.844133694507555,0.933014640193195,0.844133694507555,0.881714084530963,0.91012710152868,0.142617225646973,0.004987239837646,0
Aalto/False_1,24,25,DT,0.928382588990652,0.844030022736676,0.933128416791269,0.844030022736676,0.881690121591089,0.910002904388483,0.144610404968262,0.00598406791687,0
Aalto/False_1,25,26,DT,0.928571428571429,0.844154153819099,0.93306168040335,0.844154153819099,0.881742310495463,0.910244878654033,0.142662286758423,0.005939722061157,0
Aalto/False_1,26,27,DT,0.928335379095458,0.844019793080904,0.932994807303192,0.844019793080904,0.881620530628071,0.909944898564431,0.14164400100708,0.005982398986816,0
Aalto/False_1,27,28,DT,0.928429798885846,0.844123464851783,0.932947566091429,0.844123464851783,0.881686289514227,0.910069516801282,0.142618656158447,0.004987001419067,0
Aalto/False_1,28,29,DT,0.928288169200264,0.844030366539966,0.933026439746886,0.844030366539966,0.881660560473775,0.909887734850925,0.144614934921265,0.007978439331055,0
Aalto/False_1,29,30,DT,0.928193749409876,0.843989104113588,0.932880200924561,0.843989104113588,0.881564516377045,0.909769538848044,0.151105165481567,0.005984783172607,0
Aalto/False_1,30,31,DT,0.928571428571429,0.844133350704266,0.933087497211864,0.844133350704266,0.881734606815884,0.910243144673709,0.150148868560791,0.004987239837646,0
Aalto/False_1,31,32,DT,0.928618638466623,0.844185186589705,0.933103220718226,0.844185186589705,0.881777836367179,0.910304201272239,0.171522855758667,0.004985094070435,0
Aalto/False_1,32,33,DT,0.92847700878104,0.844112891392722,0.933031844371819,0.844112891392722,0.881699793436369,0.910125477550813,0.17852258682251,0.005983829498291,0
Aalto/False_1,33,34,DT,0.928429798885846,0.844123464851783,0.933055038216008,0.844123464851783,0.881733136559652,0.910068423492707,0.149094104766846,0.004984855651855,0
Aalto/False_1,34,35,DT,0.928618638466623,0.844185186589705,0.933103220718226,0.844185186589705,0.881777836367179,0.910304201272239,0.144657135009766,0.004984140396118,0
Aalto/False_1,35,36,DT,0.928429798885846,0.844123464851783,0.932976600614338,0.844123464851783,0.881695410008235,0.910068648150774,0.187011957168579,0.005995512008667,0
Aalto/False_1,36,37,DT,0.928335379095458,0.844061399310572,0.93295176974185,0.844061399310572,0.88164262870002,0.909948265563002,0.151554822921753,0.005985021591187,0
Aalto/False_1,37,38,DT,0.928524218676235,0.844123121048494,0.933078556906284,0.844123121048494,0.881725065195335,0.910183820909448,0.169512748718262,0.006983518600464,0
Aalto/False_1,38,39,DT,0.928429798885846,0.844123464851783,0.933063768758144,0.844123464851783,0.881739744835451,0.910068311163253,0.169054985046387,0.006980895996094,0
Aalto/False_1,39,40,DT,0.928429798885846,0.844123464851783,0.932976600614338,0.844123464851783,0.881695410008235,0.910068648150774,0.158578157424927,0.005983114242554,0
Aalto/False_1,40,41,DT,0.928335379095458,0.844040596195738,0.9329774643126,0.844040596195738,0.881634882219084,0.909946525852406,0.143618822097778,0.005986928939819,0
Aalto/False_1,41,42,DT,0.928429798885846,0.844123464851783,0.932976600614338,0.844123464851783,0.881695410008235,0.910068648150774,0.14861798286438,0.004987239837646,0
Aalto/False_1,42,43,DT,0.928335379095458,0.844061399310572,0.932943146904242,0.844061399310572,0.881636023577307,0.909948378044151,0.152549028396606,0.004986763000488,0
Aalto/False_1,43,44,DT,0.928618638466623,0.844185186589705,0.933103220718226,0.844185186589705,0.881777836367179,0.910304201272239,0.2243971824646,0.006981134414673,0
Aalto/False_1,44,45,DT,0.928382588990652,0.844092432081178,0.932964187774961,0.844092432081178,0.881669026429067,0.910008457438289,0.154549121856689,0.004987239837646,0
Aalto/False_1,45,46,DT,0.928429798885846,0.844123464851783,0.932976600614338,0.844123464851783,0.881695410008235,0.910068648150774,0.164567708969116,0.005982637405396,0
Aalto/False_1,46,47,DT,0.928429798885846,0.844123464851783,0.932967927711924,0.844123464851783,0.88168881077023,0.910068760479387,0.179517269134522,0.005983829498291,0
Aalto/False_1,47,48,DT,0.92847700878104,0.844133694507555,0.932985546998656,0.844133694507555,0.881704955089655,0.91012796962297,0.155554294586182,0.005982160568237,0
Aalto/False_1,48,49,DT,0.928571428571429,0.844154153819099,0.933177886164982,0.844154153819099,0.881795765545517,0.910243675332093,0.139623880386353,0.004987001419067,0
Aalto/False_1,49,50,DT,0.928429798885846,0.844123464851783,0.933034791738908,0.844123464851783,0.881730633370099,0.910069179820271,0.170744895935059,0.006258249282837,0
Aalto/False_1,50,51,DT,0.928288169200264,0.844030366539966,0.932939346495352,0.844030366539966,0.881616216805766,0.909888072524878,0.143973827362061,0.004986763000488,0
Aalto/False_1,51,52,DT,0.928571428571429,0.844154153819099,0.933090891350214,0.844154153819099,0.881751457859147,0.910244011672245,0.148197174072266,0.006973028182983,0
Aalto/False_1,52,53,DT,0.92847700878104,0.844154497622389,0.933076201321086,0.844154497622389,0.881766111347145,0.910128500941761,0.140196800231934,0.005980730056763,0
Aalto/False_1,53,54,DT,0.928524218676235,0.844164727278161,0.933027021844162,0.844164727278161,0.881740456997882,0.910187291095166,0.150561094284058,0.006024837493896,0
Aalto/False_1,54,55,DT,0.928429798885846,0.844123464851783,0.932947566091429,0.844123464851783,0.881686289514227,0.910069516801282,0.143882751464844,0.005034685134888,0
Aalto/False_1,55,56,DT,0.92824095930507,0.844020136884194,0.932892630433195,0.844020136884194,0.881590942361041,0.909829732955935,0.141664981842041,0.004985570907593,0
Aalto/False_1,56,57,DT,0.92847700878104,0.844133694507555,0.932985546998656,0.844133694507555,0.881704955089655,0.91012796962297,0.146645784378052,0.005946397781372,0
Aalto/False_1,57,58,DT,0.928429798885846,0.844040252392448,0.9330798401867,0.844040252392448,0.881664488793992,0.910061698342553,0.146606922149658,0.006026744842529,0
Aalto/False_1,58,59,DT,0.928571428571429,0.844154153819099,0.93306168040335,0.844154153819099,0.881742310495463,0.910244878654033,0.159573078155518,0.00598406791687,0
Aalto/False_1,59,60,DT,0.928288169200264,0.8440511696548,0.93297193799753,0.8440511696548,0.881659219876827,0.909890346079803,0.154748916625977,0.004952669143677,0
Aalto/False_1,60,61,DT,0.928618638466623,0.844185186589705,0.933074037475288,0.844185186589705,0.881768686848825,0.910305067664267,0.142620086669922,0.00598406791687,0
Aalto/False_1,61,62,DT,0.928335379095458,0.844040596195738,0.9329774643126,0.844040596195738,0.881634882219084,0.909946525852406,0.145155668258667,0.004988431930542,0
Aalto/False_1,62,63,DT,0.928571428571429,0.844154153819099,0.933090891350214,0.844154153819099,0.881751457859147,0.910244011672245,0.155585289001465,0.005017518997192,0
