Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
Aalto/False_13,0,1,DT,0.967661221792088,0.966786021646264,0.983688499277045,0.966786021646264,0.973334834229466,0.959492001846079,0.14819073677063,0.004993677139282,0.17160558700561523
Aalto/False_13,1,2,DT,0.967519592106506,0.966692923334446,0.983658944922764,0.966692923334446,0.973253578517708,0.95931341925448,0.166593790054321,0.004990100860596,0.21874046325683594
Aalto/False_13,2,3,DT,0.966811443678595,0.96159193557092,0.983333105831366,0.96159193557092,0.970443990927969,0.958419250370279,0.376982688903809,0.009973526000977,0.23537206649780273
Aalto/False_13,3,4,DT,0.967614011896894,0.966754988875658,0.983678647319891,0.966754988875658,0.973307763892497,0.959432475461925,0.239074945449829,0.007979869842529,0.21895575523376465
Aalto/False_13,4,5,DT,0.966953073364177,0.961685033882737,0.983362544619672,0.961685033882737,0.970525213291334,0.958597889322777,0.163931846618652,0.004988431930542,0.1695256233215332
Aalto/False_13,5,6,DT,0.966953073364177,0.961685033882737,0.983362544619672,0.961685033882737,0.970525213291334,0.958597889322777,0.163593769073486,0.006989479064941,0.16792583465576172
Aalto/False_13,6,7,DT,0.967614011896894,0.963057655920629,0.983487403538351,0.963057655920629,0.971309594497644,0.959433147519195,0.240357875823975,0.006978988647461,0.17084884643554688
Aalto/False_13,7,8,DT,0.967614011896894,0.966754988875658,0.983678647319891,0.966754988875658,0.973307763892497,0.959432475461925,0.148982524871826,0.005029916763306,0.16590166091918945
Aalto/False_13,8,9,DT,0.966905863468983,0.961654001112131,0.983352731204876,0.961654001112131,0.970498154073578,0.958538344152215,0.159572839736938,0.006028890609741,0.2592630386352539
Aalto/False_13,9,10,DT,0.966953073364177,0.965382366837766,0.983559509137966,0.965382366837766,0.972523319178399,0.958597203306061,0.148156881332397,0.007951259613037,0.20372271537780762
Aalto/False_13,10,11,DT,0.967000283259371,0.961716066653343,0.983372358530448,0.961716066653343,0.97055225762814,0.958657433346445,0.151139259338379,0.005985021591187,0.18484902381896973
Aalto/False_13,11,12,DT,0.967047493154565,0.965444432378978,0.983579135479538,0.965444432378978,0.972577452511668,0.958716292192936,0.190488338470459,0.00598406791687,0.1860942840576172
Aalto/False_13,12,13,DT,0.967661221792088,0.966786021646264,0.983688499277045,0.966786021646264,0.973334834229466,0.959492001846079,0.149940013885498,0.0059814453125,0.1696929931640625
Aalto/False_13,13,14,DT,0.967425172316118,0.962933524838206,0.983447996710551,0.962933524838206,0.971201283326782,0.959195034489339,0.18147349357605,0.005982637405396,0.1750645637512207
Aalto/False_13,14,15,DT,0.966953073364177,0.961685033882737,0.983362544619672,0.961685033882737,0.970525213291334,0.958597889322777,0.154587268829346,0.005497694015503,0.17618966102600098
Aalto/False_13,15,16,DT,0.9675668020017,0.963026623150023,0.983477551064831,0.963026623150023,0.971282539038541,0.959373620981309,0.15255618095398,0.005982875823975,0.17458558082580566
Aalto/False_13,16,17,DT,0.967519592106506,0.966692923334446,0.983658944922764,0.966692923334446,0.973253578517708,0.95931341925448,0.157580137252808,0.007020473480225,0.1505904197692871
Aalto/False_13,17,18,DT,0.967377962420924,0.9629024920676,0.983438146254566,0.9629024920676,0.97117416825528,0.9591355033658,0.152590036392212,0.00598406791687,0.1631326675415039
Aalto/False_13,18,19,DT,0.9675668020017,0.963026623150023,0.983477551064831,0.963026623150023,0.971282539038541,0.959373620981309,0.156623601913452,0.005983591079712,0.18150758743286133
Aalto/False_13,19,20,DT,0.967614011896894,0.966754988875658,0.983678647319891,0.966754988875658,0.973307763892497,0.959432475461925,0.152553081512451,0.005983829498291,0.29920196533203125
Aalto/False_13,20,21,DT,0.967661221792088,0.966786021646264,0.983688499277045,0.966786021646264,0.973334834229466,0.959492001846079,0.188511848449707,0.006980895996094,0.3031899929046631
Aalto/False_13,21,22,DT,0.967661221792088,0.966786021646264,0.983688499277045,0.966786021646264,0.973334834229466,0.959492001846079,0.234635591506958,0.006980419158936,0.2902250289916992
Aalto/False_13,22,23,DT,0.9675668020017,0.963026623150023,0.983477551064831,0.963026623150023,0.971282539038541,0.959373620981309,0.150562524795532,0.005981922149658,0.16667675971984863
Aalto/False_13,23,24,DT,0.967661221792088,0.966786021646264,0.983688499277045,0.966786021646264,0.973334834229466,0.959492001846079,0.218416213989258,0.00598406791687,0.24135518074035645
Aalto/False_13,24,25,DT,0.9675668020017,0.963026623150023,0.983477551064831,0.963026623150023,0.971282539038541,0.959373620981309,0.160571813583374,0.009968996047974,0.24933505058288574
Aalto/False_13,25,26,DT,0.967377962420924,0.9629024920676,0.983438146254566,0.9629024920676,0.97117416825528,0.9591355033658,0.236323356628418,0.004987001419067,0.2141435146331787
Aalto/False_13,26,27,DT,0.967094703049759,0.965475465149583,0.983588949390314,0.965475465149583,0.972604496848473,0.958775834916059,0.203967094421387,0.004987239837646,0.2403576374053955
Aalto/False_13,27,28,DT,0.967472382211312,0.96666189056384,0.98364909446678,0.96666189056384,0.973226463446206,0.959253889431121,0.216441869735718,0.005984783172607,0.29620909690856934
Aalto/False_13,28,29,DT,0.966953073364177,0.961685033882737,0.983362544619672,0.961685033882737,0.970525213291334,0.958597889322777,0.265542507171631,0.007977724075317,0.3162825107574463
