Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
sentinel_13,0,1,DT,0.66979698936611,0.643022587763544,0.705407146240626,0.643022587763544,0.634994037750956,0.63794133677189,0.102725028991699,0.006980895996094,0.20581650733947754
sentinel_13,1,2,DT,0.668001657229664,0.649491249553123,0.702684107201751,0.649491249553123,0.641442056175223,0.636097598690873,0.096740484237671,0.010970592498779,0.1825549602508545
sentinel_13,2,3,DT,0.670303365096902,0.64124178618621,0.702538980117234,0.64124178618621,0.635580652083476,0.638525542840655,0.072536945343018,0.007554769515991,0.14710736274719238
sentinel_13,3,4,DT,0.669244579477973,0.651838161845445,0.704960294393429,0.651838161845445,0.6415121061014,0.637368441098453,0.098735094070435,0.007977724075317,0.1406257152557373
sentinel_13,4,5,DT,0.673847995212448,0.651052504883468,0.706131112376693,0.651052504883468,0.642936003774268,0.642418280933622,0.08824634552002,0.006980895996094,0.16057133674621582
sentinel_13,5,6,DT,0.6716383556599,0.651287924294474,0.708003951573712,0.651287924294474,0.639740206898693,0.640031156194905,0.06957483291626,0.0,0.13265633583068848
sentinel_13,6,7,DT,0.66883027206187,0.649605318483503,0.705975071987402,0.649605318483503,0.640663188302506,0.636904283663992,0.085724830627441,0.005984306335449,0.13724422454833984
sentinel_13,7,8,DT,0.673019380380242,0.649313282275702,0.709693499978402,0.649313282275702,0.642573637242327,0.641522820036878,0.094743251800537,0.007022857666016,0.13747596740722656
sentinel_13,8,9,DT,0.671224048243797,0.651817431672254,0.707038042195481,0.651817431672254,0.646985774126166,0.639628814045573,0.08492636680603,0.005983591079712,0.13759446144104004
sentinel_13,9,10,DT,0.667403213184183,0.641900136293236,0.70108776108238,0.641900136293236,0.633581834836707,0.635351865639826,0.074354648590088,0.005984306335449,0.1449565887451172
sentinel_13,10,11,DT,0.671085945771763,0.645492184360324,0.707526318104432,0.645492184360324,0.636438714178037,0.639382129060796,0.071934223175049,0.0,0.21828651428222656
sentinel_13,11,12,DT,0.676932283754546,0.64467547366547,0.706432237520653,0.64467547366547,0.638547759120086,0.645798945800531,0.114692449569702,0.009974002838135,0.19523143768310547
sentinel_13,12,13,DT,0.66979698936611,0.646293468248821,0.701695648833614,0.646293468248821,0.638536727609954,0.637973870104299,0.078751564025879,0.008976221084595,0.20859646797180176
sentinel_13,13,14,DT,0.663812548911292,0.637586517724693,0.698389725158809,0.637586517724693,0.627909726740356,0.631356345778093,0.079902172088623,0.0,0.13092780113220215
sentinel_13,14,15,DT,0.666298393407909,0.641942702817559,0.704853420481332,0.641942702817559,0.631620099497462,0.634151944721495,0.074016094207764,0.015622138977051,0.13150548934936523
sentinel_13,15,16,DT,0.671776458131934,0.640781359159763,0.702642438635089,0.640781359159763,0.636134120845609,0.640255112876135,0.074088096618652,0.0,0.12242627143859863
sentinel_13,16,17,DT,0.673111448694932,0.646542640206299,0.707405326516898,0.646542640206299,0.641524119969452,0.641657635707123,0.068544149398804,0.008511066436768,0.14606904983520508
sentinel_13,17,18,DT,0.66979698936611,0.64506483401027,0.701535008520946,0.64506483401027,0.640816434740546,0.638000843731117,0.070455551147461,0.0,0.1213996410369873
sentinel_13,18,19,DT,0.670487501726281,0.64831023511304,0.704986471182247,0.64831023511304,0.638302352214545,0.638712197137612,0.06450366973877,0.015622138977051,0.11567091941833496
sentinel_13,19,20,DT,0.672328868020071,0.645985916619454,0.69858324758309,0.645985916619454,0.638506395429179,0.640829622514869,0.072536706924438,0.002505779266357,0.11502838134765625
sentinel_13,20,21,DT,0.669106477005938,0.646614741659171,0.702656523736984,0.646614741659171,0.635622912277842,0.637195806734766,0.057427644729614,0.015628814697266,0.11726498603820801
sentinel_13,21,22,DT,0.67154628734521,0.647691245397463,0.700974355671991,0.647691245397463,0.639429666380776,0.639868622835414,0.075803756713867,0.006939172744751,0.12655186653137207
sentinel_13,22,23,DT,0.669152511163283,0.652329887862835,0.707359465600053,0.652329887862835,0.645585067025667,0.637266528107118,0.079115629196167,0.015624523162842,0.1262831687927246
sentinel_13,23,24,DT,0.671270082401142,0.651243272321927,0.706247146062572,0.651243272321927,0.638550873975194,0.639625896026513,0.060921192169189,0.0,0.14635014533996582
sentinel_13,24,25,DT,0.674216268471206,0.651950149390712,0.706715171288051,0.651950149390712,0.643188565029071,0.64287512312157,0.071637392044067,0.0,0.14319467544555664
