Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
Aalto/False_13,0,1,DT,0.74794637,0.821193117,0.866796885,0.821193117,0.808160462,0.722236707,0.193534136,0.006981134,0.221408129
Aalto/False_13,1,2,DT,0.73883486,0.816356187,0.867151478,0.816356187,0.804206821,0.712113785,0.214314938,0.007978201,0.130650043
Aalto/False_13,2,3,DT,0.741950713,0.817004493,0.866640402,0.817004493,0.805153618,0.715618683,0.180242538,0.006981373,0.147149324
Aalto/False_13,3,4,DT,0.750920593,0.824696328,0.871175297,0.824696328,0.814544622,0.725552763,0.189493418,0.007978916,0.134639502
Aalto/False_13,4,5,DT,0.744216788,0.819667307,0.865728996,0.819667307,0.807835502,0.718118163,0.187456608,0,0.155784369
Aalto/False_13,5,6,DT,0.742894911,0.818338759,0.866076001,0.818338759,0.808169801,0.716656948,0.19852066,0,0.216779232
Aalto/False_13,6,7,DT,0.743886319,0.816013145,0.867473143,0.816013145,0.805361363,0.717764544,0.171839476,0,0.140585661
Aalto/False_13,7,8,DT,0.740912095,0.819716744,0.867587457,0.819716744,0.808802053,0.714439804,0.198000431,0.008976221,0.112698078
Aalto/False_13,8,9,DT,0.746530073,0.822029511,0.866661534,0.822029511,0.813341534,0.720711472,0.2030797,0.015619755,0.187455893
Aalto/False_13,9,10,DT,0.746860542,0.821143156,0.868832632,0.821143156,0.810726226,0.721051213,0.187455654,0.015621662,0.156212807
Aalto/False_13,10,11,DT,0.749221037,0.818279319,0.867966645,0.818279319,0.805025723,0.723640597,0.171833992,0,0.156213522
Aalto/False_13,11,12,DT,0.748748938,0.82360695,0.869256373,0.82360695,0.812711951,0.723114709,0.187455654,0,0.140590668
Aalto/False_13,12,13,DT,0.749834765,0.822186228,0.870025969,0.822186228,0.812178825,0.724290547,0.218698502,0,0.140592813
Aalto/False_13,13,14,DT,0.751534322,0.826545719,0.871436937,0.826545719,0.816244492,0.726196336,0.218698263,0,0.156213045
Aalto/False_13,14,15,DT,0.741950713,0.817634238,0.866152531,0.817634238,0.80723035,0.715617781,0.181514025,0.007978439,0.139627934
Aalto/False_13,15,16,DT,0.750684543,0.823702707,0.869825315,0.823702707,0.813720598,0.725255681,0.354054451,0.007978201,0.290220976
Aalto/False_13,16,17,DT,0.744263998,0.818329146,0.8667474,0.818329146,0.806690522,0.718142167,0.309173584,0.009972811,0.292216539
Aalto/False_13,17,18,DT,0.744216788,0.815740742,0.865043496,0.815740742,0.803723972,0.718142786,0.264574289,0.006567717,0.210936546
Aalto/False_13,18,19,DT,0.741525824,0.822307756,0.863257944,0.822307756,0.812612295,0.71514279,0.366995335,0.010968447,0.195307732
