Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
sport_class,0,1,DT,0.674110093475592,0.662901858060035,0.702353921973179,0.662901858060035,0.674754082403258,0.642168430247601,0.261253356933594,0.018028736114502,0
sport_class,1,2,DT,0.673637994523652,0.662499362511097,0.701753656397975,0.662499362511097,0.674221076010278,0.641653146030777,0.272711515426636,0.015619993209839,0
sport_class,2,3,DT,0.673637994523652,0.66394507762161,0.703494724638487,0.66394507762161,0.675763022627872,0.641658808392316,0.296693801879883,0.015621423721313,0
sport_class,3,4,DT,0.674110093475592,0.662860465961307,0.70200505158955,0.662860465961307,0.674669738675367,0.642169453931185,0.290204524993896,0.009934186935425,0
sport_class,4,5,DT,0.674251723161174,0.664508459028462,0.704288313949394,0.664508459028462,0.676481486122056,0.642330038908102,0.289938926696777,0.005549907684326,0
sport_class,5,6,DT,0.67420451326598,0.662887221536392,0.701900073024425,0.662887221536392,0.674652806727375,0.642274988145128,0.283818483352661,0.015668392181396,0
sport_class,6,7,DT,0.673874043999622,0.662700789768497,0.70180626127327,0.662700789768497,0.674431022259025,0.641910009731147,0.269489288330078,0.015621423721313,0
sport_class,7,8,DT,0.674062883580398,0.662880565849355,0.70255850508308,0.662880565849355,0.674839867768337,0.642116342652689,0.261523485183716,0.01561450958252,0
sport_class,8,9,DT,0.674062883580398,0.663847262199469,0.703362541853828,0.663847262199469,0.675631499920767,0.642118075020767,0.281004428863525,0.01011061668396,0
sport_class,9,10,DT,0.67420451326598,0.664422920616783,0.704430668971214,0.664422920616783,0.67641075151693,0.642274938245818,0.28203558921814,0.010065078735352,0
