Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
dport,0,1,DT,0.685865357378907,0.70138440322733,0.722563723598892,0.70138440322733,0.707204163356802,0.65562904528897,0.512778043746948,0.015620946884155,0
dport,1,2,DT,0.685723727693325,0.700816027282782,0.722881477895991,0.700816027282782,0.706946154830692,0.655474156270191,0.45458459854126,0.010972023010254,0
dport,2,3,DT,0.685723727693325,0.701761313635358,0.723272842708237,0.701761313635358,0.707669248386478,0.655475905478081,0.421403646469116,0.012968778610229,0
dport,3,4,DT,0.685723727693325,0.702833040691657,0.725080349573372,0.702833040691657,0.709031654731011,0.6554678200831,0.445080041885376,0.011967658996582,0
dport,4,5,DT,0.685912567274101,0.700719681093671,0.723604243212406,0.700719681093671,0.707261961907382,0.655667527639691,0.44399881362915,0.012966871261597,0
dport,5,6,DT,0.685109999055802,0.699931013189563,0.721694203119161,0.699931013189563,0.706070894517448,0.654800736240044,0.518604278564453,0.017159700393677,0
dport,6,7,DT,0.685393258426966,0.700566164369554,0.722335099747674,0.700566164369554,0.706663888856623,0.655107693268333,0.431574821472168,0.010043621063232,0
dport,7,8,DT,0.686101406854877,0.701659002770132,0.723862735139866,0.701659002770132,0.70784425157088,0.655880596171787,0.441092014312744,0.010034561157227,0
dport,8,9,DT,0.685346048531772,0.700045570765594,0.722506226631225,0.700045570765594,0.706459070900269,0.655056061770875,0.410805225372314,0.015618562698364,0
dport,9,10,DT,0.685959777169295,0.701113684945772,0.722742409332516,0.701113684945772,0.70699584809046,0.655732287437337,0.441125631332397,0.009021282196045,0
