Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
TCP_ack,0,1,DT,0.617174959871589,0.626197829186775,0.651430547088024,0.626197829186775,0.632104931953213,0.580213897332826,0.458693504333496,0.02213978767395,0
TCP_ack,1,2,DT,0.618544046832216,0.628326855717815,0.654485338584504,0.628326855717815,0.634335074349837,0.581710534171595,0.450545310974121,0.0,0
TCP_ack,2,3,DT,0.618307997356246,0.62842784571083,0.654082330295363,0.62842784571083,0.634318306721363,0.581452342260254,0.470420598983765,0.010974645614624,0
TCP_ack,3,4,DT,0.61764705882353,0.627255211287158,0.653088880103455,0.627255211287158,0.633152940041999,0.580731679048828,0.499239683151245,0.01932168006897,0
TCP_ack,4,5,DT,0.619346615050515,0.627199397269509,0.651636174831616,0.627199397269509,0.632510115396447,0.582606990667422,0.444533348083496,0.011967182159424,0
TCP_ack,5,6,DT,0.618024737985082,0.626192918432765,0.651612079611165,0.626192918432765,0.632150596660043,0.581139002599878,0.49767804145813,0.011969089508057,0
TCP_ack,6,7,DT,0.61906335567935,0.627792619908595,0.65285391463047,0.627792619908595,0.633552868949756,0.582288159809742,0.419496059417725,0.015631914138794,0
TCP_ack,7,8,DT,0.618213577565858,0.626190455477796,0.650902343936301,0.626190455477796,0.631828016110278,0.581345711318189,0.488300323486328,0.0,0
TCP_ack,8,9,DT,0.620054763478425,0.62882403731525,0.65435320297435,0.62882403731525,0.634564733972987,0.583377003872638,0.414677381515503,0.0,0
TCP_ack,9,10,DT,0.618968935888962,0.627461502838561,0.652201132381131,0.627461502838561,0.63292299383914,0.582174478796885,0.416171789169312,0.022126913070679,0
