Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
sport,0,1,DT,0.716268529883864,0.722319558685656,0.740744125758123,0.722319558685656,0.728080425102162,0.68856938148068,0.58222246170044,0.01495885848999,0
sport,1,2,DT,0.714191294495326,0.719954162595377,0.741098708993014,0.719954162595377,0.726667236711396,0.686263415855851,0.533060789108276,0.014949798583984,0
sport,2,3,DT,0.716835048626192,0.722609897356441,0.743239483523927,0.722609897356441,0.728850454371358,0.689193412861053,0.542296409606934,0.010032892227173,0
sport,3,4,DT,0.717590406949296,0.722709262295692,0.744297676694413,0.722709262295692,0.729819901329502,0.690000006091828,0.477202415466309,0.012965679168701,0
sport,4,5,DT,0.71376640543858,0.719700581713496,0.73973870484035,0.719700581713496,0.725747272343069,0.685803418070428,0.429847955703735,0.010971546173096,0
sport,5,6,DT,0.712727787744311,0.719275319543194,0.739629260586359,0.719275319543194,0.725283412311637,0.684670416013377,0.394270420074463,0.015623807907104,0
sport,6,7,DT,0.712869417429893,0.718283379251321,0.737937689271002,0.718283379251321,0.724086175861375,0.684821669923957,0.4415442943573,0.006506204605103,0
sport,7,8,DT,0.716787838730998,0.7213588119179,0.737697414625172,0.7213588119179,0.726466839704102,0.689162213139445,0.496670961380005,0.013964176177979,0
sport,8,9,DT,0.717684826739685,0.721738471531108,0.742158013817621,0.721738471531108,0.72834110574953,0.690114897352478,0.562255859375,0.016954898834229,0
sport,9,10,DT,0.714710603342461,0.720363616854834,0.742442179259454,0.720363616854834,0.727549412829141,0.686817547839013,0.49234676361084,0.01157283782959,0
