Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
TCP_seq,0,1,DT,0.599801718440185,0.629469299356775,0.659768962648235,0.629469299356775,0.639285689456425,0.561296574218913,0.709295034408569,0.02095627784729,0
TCP_seq,1,2,DT,0.59881031064111,0.628575981932223,0.657918654113815,0.628575981932223,0.637894526428106,0.560205198376027,0.63282060623169,0.017951726913452,0
TCP_seq,2,3,DT,0.599471249173827,0.628656275853607,0.648295901864369,0.628656275853607,0.631351541472641,0.561400260345188,0.702308654785156,0.010053873062134,0
TCP_seq,3,4,DT,0.599235199697857,0.627726580196291,0.657466727128555,0.627726580196291,0.637600046853563,0.560668039468094,0.675813674926758,0.018948793411255,0
TCP_seq,4,5,DT,0.599660088754603,0.628992058030083,0.659704323677821,0.628992058030083,0.639099794153161,0.561146105049083,0.610010147094726,0.017951965332031,0
TCP_seq,5,6,DT,0.599754508544991,0.627837028947684,0.647921623592648,0.627837028947684,0.630737627026372,0.561715228751056,0.461840867996216,0.012966632843018,0
TCP_seq,6,7,DT,0.598763100745916,0.627311654179792,0.646593972361214,0.627311654179792,0.629933134378721,0.56061882161542,0.519876718521118,0.015957832336426,0
TCP_seq,7,8,DT,0.599282409593051,0.62897052818806,0.658788971206391,0.62897052818806,0.638565805716518,0.560734564613414,0.462193727493286,0.007215738296509,0
TCP_seq,8,9,DT,0.599282409593051,0.627861958090142,0.657564552955544,0.627861958090142,0.63773406770498,0.560717180189256,0.501543521881104,0.012967109680176,0
TCP_seq,9,10,DT,0.599754508544991,0.629152410340504,0.648538231763645,0.629152410340504,0.631547200348758,0.561731354598063,0.44295859336853,0.01558780670166,0
