Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
BOOTP_xid,0,1,DT,0.67396846379001,0.663070629492325,0.700191415129358,0.663070629492325,0.673408964337298,0.641950483323147,0.404049873352051,0.010040044784546,0
BOOTP_xid,1,2,DT,0.67420451326598,0.663233323222687,0.700149816568307,0.663233323222687,0.67349846087577,0.64221371794193,0.41252589225769,0.022807359695435,0
BOOTP_xid,2,3,DT,0.673307525257294,0.660663768704526,0.696813129897534,0.660663768704526,0.670823950806883,0.641229792799109,0.443978548049927,0.011123895645142,0
BOOTP_xid,3,4,DT,0.673590784628458,0.660994431599914,0.69802902145438,0.660994431599914,0.67142218558987,0.641541909300802,0.46258807182312,0.018202304840088,0
BOOTP_xid,4,5,DT,0.673401945047682,0.661017375872928,0.697131881568059,0.661017375872928,0.671025158773985,0.641336458714182,0.452327966690064,0.018229246139526,0
BOOTP_xid,5,6,DT,0.673779624209234,0.660531891541209,0.697311118343865,0.660531891541209,0.670821163712213,0.641744435969565,0.452251434326172,0.020150184631348,0
BOOTP_xid,6,7,DT,0.674110093475592,0.662206201790866,0.700192880540055,0.662206201790866,0.67283782380917,0.642100729782933,0.462541341781616,0.010056734085083,0
BOOTP_xid,7,8,DT,0.674157303370786,0.661404472661618,0.698337348839148,0.661404472661618,0.671765621113029,0.642158220026422,0.482525587081909,0.020111799240112,0
BOOTP_xid,8,9,DT,0.673826834104428,0.660785378070209,0.697596349365391,0.660785378070209,0.671156424400149,0.641797096429847,0.482455968856812,0.020179510116577,0
BOOTP_xid,9,10,DT,0.673874043999622,0.661327624712971,0.698329634694528,0.661327624712971,0.671703435479621,0.641843112626957,0.473269701004028,0.020131587982178,0
