Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
UDP_chksum,0,1,DT,0.679161552261354,0.671432233216692,0.70585265064603,0.671432233216692,0.681603755785027,0.647725789254072,0.300869464874268,0.015618085861206,0
UDP_chksum,1,2,DT,0.679255972051742,0.670664839359886,0.704509331314326,0.670664839359886,0.680657466296249,0.647833284126176,0.310891389846802,0.006508350372314,0
UDP_chksum,2,3,DT,0.679303181946936,0.671555811387282,0.705484085186936,0.671555811387282,0.681617972713545,0.647887665297621,0.316375732421875,0.015621423721313,0
UDP_chksum,3,4,DT,0.679255972051742,0.671932805522935,0.706525521203562,0.671932805522935,0.68209423704437,0.647833018693031,0.29464316368103,0.010080337524414,0
UDP_chksum,4,5,DT,0.679161552261354,0.670045687741979,0.704957306636646,0.670045687741979,0.680321125334538,0.647721585761867,0.319868087768555,0.0,0
UDP_chksum,5,6,DT,0.67935039184213,0.669923363189402,0.70389444564634,0.669923363189402,0.680073386786541,0.647932637669236,0.331974983215332,0.01561975479126,0
UDP_chksum,6,7,DT,0.678972712680578,0.672140481906601,0.705335232367718,0.672140481906601,0.681580127638594,0.647537371045505,0.356443166732788,0.011968612670898,0
UDP_chksum,7,8,DT,0.678547823623832,0.669756041657206,0.703591163415943,0.669756041657206,0.679690297376082,0.647054200749674,0.376992464065552,0.011970520019531,0
UDP_chksum,8,9,DT,0.679067132470966,0.669735206019733,0.703405814774192,0.669735206019733,0.679833791693689,0.647622944311072,0.336690902709961,0.015623331069946,0
UDP_chksum,9,10,DT,0.679067132470966,0.67037025767943,0.70451276557596,0.67037025767943,0.680634415504711,0.647629333966721,0.352874517440796,0.013962268829346,0
