Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
TCP_dport,0,1,DT,0.683693702199981,0.698940825410645,0.720582682058338,0.698940825410645,0.704592558733144,0.653237781173042,0.328510046005249,0.015619277954102,0
TCP_dport,1,2,DT,0.683693702199981,0.697346389415049,0.717715480264159,0.697346389415049,0.702680053673624,0.653241223596487,0.344985008239746,0.010061264038086,0
TCP_dport,2,3,DT,0.684118591256727,0.698297950133401,0.719020304978366,0.698297950133401,0.703688089017796,0.653698158224981,0.350812196731567,0.010040760040283,0
TCP_dport,3,4,DT,0.683882541780757,0.697014917244645,0.717432573828732,0.697014917244645,0.702528433466087,0.653446091316603,0.343764066696167,0.010093212127686,0
TCP_dport,4,5,DT,0.684024171466339,0.698270564201253,0.718645365068517,0.698270564201253,0.703488818558583,0.653597230414448,0.353108406066894,0.010113477706909,0
TCP_dport,5,6,DT,0.683740912095175,0.697998257665037,0.71849847363574,0.697998257665037,0.703386543833977,0.65328971378098,0.361584186553955,0.012388467788696,0
TCP_dport,6,7,DT,0.683127183457653,0.696338360417412,0.716658997592272,0.696338360417412,0.701671962647578,0.652616715361244,0.490748882293701,0.017952680587769,0
TCP_dport,7,8,DT,0.683316023038429,0.698351596671485,0.718888744278468,0.698351596671485,0.703786142085507,0.652832680783095,0.369013071060181,0.011008739471436,0
TCP_dport,8,9,DT,0.683363232933623,0.697764542008744,0.718316191491418,0.697764542008744,0.70311766178747,0.652879701630473,0.359678268432617,0.015657186508179,0
TCP_dport,9,10,DT,0.683599282409593,0.697348587114958,0.717804949688527,0.697348587114958,0.702803176133483,0.653136986352312,0.364336013793945,0.009973526000977,0
