Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
ICMP_id,0,1,DT,0.67547918043622,0.662538122001126,0.699149384181965,0.662538122001126,0.672722609614349,0.643617047978869,0.404645442962646,0.018112421035767,0
ICMP_id,1,2,DT,0.674959871589085,0.663808105205723,0.70057057522422,0.663808105205723,0.67386737392348,0.643051560092879,0.391708612442017,0.018197298049927,0
ICMP_id,2,3,DT,0.675195921065055,0.663443027062353,0.700770114132615,0.663443027062353,0.67369244806735,0.643301043969161,0.399267673492432,0.010044097900391,0
ICMP_id,3,4,DT,0.675431970541026,0.664321310718508,0.702128271558183,0.664321310718508,0.674896600896356,0.643558525367931,0.371673822402954,0.018229246139526,0
ICMP_id,4,5,DT,0.675573600226608,0.663850953663641,0.701027828316518,0.663850953663641,0.674040720560582,0.643716031698482,0.399743556976318,0.012046098709106,0
ICMP_id,5,6,DT,0.675856859597772,0.662991827188221,0.700164825133002,0.662991827188221,0.673276494914824,0.644024372916026,0.360306739807129,0.018107414245605,0
ICMP_id,6,7,DT,0.675148711169861,0.662430839704121,0.699021252794342,0.662430839704121,0.672591109539102,0.643251067692029,0.40794563293457,0.021017551422119,0
ICMP_id,7,8,DT,0.675762439807384,0.664137288421757,0.702042937694969,0.664137288421757,0.674668074757034,0.643919829113211,0.412248373031616,0.013962030410767,0
ICMP_id,8,9,DT,0.675526390331414,0.664162030142888,0.701662109142381,0.664162030142888,0.674606743307296,0.643663698403478,0.415887594223022,0.011967658996582,0
ICMP_id,9,10,DT,0.675384760645831,0.664287180505988,0.702164585329642,0.664287180505988,0.674773542844571,0.643509341524518,0.426363468170166,0.020082473754883,0
