Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
DNS_id,0,1,DT,0.675195921065055,0.661523966872826,0.698496553171704,0.661523966872826,0.671891445933234,0.643306888193344,0.308160543441772,0.009974241256714,0
DNS_id,1,2,DT,0.675007081484279,0.661663647864683,0.698125172150468,0.661663647864683,0.671881532214313,0.643102068826188,0.334068298339844,0.015619277954102,0
DNS_id,2,3,DT,0.674912661693891,0.663140182153747,0.70057241589665,0.663140182153747,0.673542561237441,0.642997566212885,0.298866510391235,0.012048244476318,0
DNS_id,3,4,DT,0.674865451798697,0.661399907495734,0.697810845108173,0.661399907495734,0.671515853983264,0.642947868744963,0.342916011810303,0.010046243667603,0
DNS_id,4,5,DT,0.675337550750637,0.663360732109476,0.700818878008128,0.663360732109476,0.673835670904416,0.643467836875411,0.384020566940308,0.010052442550659,0
DNS_id,5,6,DT,0.674723822113115,0.66287473715714,0.700088723715617,0.66287473715714,0.673133392465722,0.642791821571465,0.407050848007202,0.010030269622803,0
DNS_id,6,7,DT,0.674487772637145,0.662273342326765,0.699462497414824,0.662273342326765,0.672597101033799,0.64252992646009,0.431761264801025,0.024324893951416,0
DNS_id,7,8,DT,0.675337550750637,0.663199052125196,0.700797242351588,0.663199052125196,0.673729445472235,0.643461048537064,0.400179624557495,0.012053728103638,0
DNS_id,8,9,DT,0.675384760645831,0.662796957824093,0.699757753035477,0.662796957824093,0.672960295013247,0.643517437790879,0.402531862258911,0.018070936203003,0
DNS_id,9,10,DT,0.675195921065055,0.66345881244712,0.701122406820742,0.66345881244712,0.673956707313676,0.643307645990281,0.442643642425537,0.018072128295898,0
