Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
IoTDevID_13,0,1,DT,0.942309631870903,0.911503074220466,0.96131513400267,0.911503074220466,0.90913781855483,0.938962941335552,1.291920185089111,0.029938697814941,1.2275011539459229
IoTDevID_13,1,2,DT,0.938938116850371,0.907957619675011,0.972174765103883,0.907957619675011,0.910636953773444,0.935137028121218,1.125070333480835,0.031005620956421,1.185495138168335
IoTDevID_13,2,3,DT,0.950363806642173,0.919972771190162,0.96333685430208,0.919972771190162,0.920700379256679,0.947481263663561,1.120339155197144,0.033740758895874,1.1831085681915283
IoTDevID_13,3,4,DT,0.938188891290253,0.907169740887132,0.97193913332327,0.907169740887132,0.909465341773593,0.934339227088464,1.365574359893799,0.026986122131348,1.219686508178711
IoTDevID_13,4,5,DT,0.950709603054535,0.920336407553799,0.966424712774267,0.920336407553799,0.920980355561794,0.947850205371859,1.164063930511474,0.022761821746826,1.1755023002624512
IoTDevID_13,5,6,DT,0.941373099920755,0.910518225735617,0.964737108782824,0.910518225735617,0.91075200408941,0.937880850267952,1.19739580154419,0.029516696929932,1.1314496994018555
IoTDevID_13,6,7,DT,0.948678049131907,0.918200043917435,0.964042097112011,0.918200043917435,0.918777419076001,0.945699203510889,1.032486915588379,0.032998561859131,1.17563796043396
IoTDevID_13,7,8,DT,0.942122325480873,0.911306104523496,0.973587703472353,0.911306104523496,0.915568207113743,0.938515826678127,1.129065752029419,0.026211738586426,1.164123773574829
IoTDevID_13,8,9,DT,0.949052661911966,0.918593983311375,0.967892150985444,0.918593983311375,0.921344515138611,0.946027389343472,1.127350091934204,0.02471923828125,1.123917818069458
IoTDevID_13,9,10,DT,0.938188891290253,0.907169740887132,0.961471701326709,0.907169740887132,0.902561875208617,0.934603151430948,1.317194700241089,0.03261137008667,1.222179651260376
