Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
Aalto_1,0,1,MLP,0.586092715231788,0.536077781078325,0.617243741742718,0.536077781078325,0.544296907853732,0.546315046954954,10750.278425216673,2.015580654144287,0
Aalto_1,1,2,MLP,0.59115994380895,0.540759488780243,0.641466764276296,0.540759488780243,0.550785426136746,0.550637807744817,13111.098597764969,2.418449878692627,0
Aalto_1,2,3,MLP,0.578215934176199,0.507052017498964,0.568458635884609,0.507052017498964,0.51743480734086,0.537293724289595,7761.602228403091,2.218713283538818,0
Aalto_1,3,4,MLP,0.590156532209512,0.534089797698427,0.60025528800236,0.534089797698427,0.547128014647381,0.550672457229539,7205.082646846771,2.031222105026245,0
Aalto_1,4,5,MLP,0.569135059201284,0.512879227298191,0.546981078558737,0.512879227298191,0.506819525958718,0.52836132306859,8718.872599601746,1.968704462051392,0
Aalto_1,5,6,MLP,0.565271924543448,0.50769013429367,0.586399268185926,0.50769013429367,0.508747164805655,0.524368168472281,5487.826897144318,1.953115701675415,0
Aalto_1,6,7,MLP,0.552127232590809,0.506738692526865,0.548339802157077,0.506738692526865,0.489426946448582,0.510094987758843,4378.444531440735,1.87496280670166,0
Aalto_1,7,8,MLP,0.572546658639374,0.499875224520478,0.551104642290534,0.499875224520478,0.494834149648603,0.531657202130174,10942.973062753677,2.140620946884155,0
Aalto_1,8,9,MLP,0.578968492875778,0.512715476271539,0.619512181681723,0.512715476271539,0.524586387021018,0.539241504913389,7519.308697462082,1.859369993209839,0
Aalto_1,9,10,MLP,0.544350792695164,0.467944070784372,0.520108600398492,0.467944070784372,0.460958031641254,0.499749340524009,5864.502768278121,2.265590906143188,0
