Variable_Name,Information_Value,Random_Forest,Recursive_Feature_Elimination,Extra_Trees,Chi_Square,L_One
dport_class,1.2176386083853643,0.10379105051574579,-8.799694735568462e-17,0.08215662925058939,16.94126834829695,0.03356795156281629
TCP_dport,0.6238523580883062,0.17281560612154379,3.0860324780416144e-13,0.1508209435438126,242.19015088955942,2.6898759848739592e-05
dport,0.5823804804383774,0.1556380210246666,2.502761150964806e-13,0.10839184043281415,200.36545325261673,2.0280863546970797e-05
sport,0.5595182190547441,0.07023004187536314,-3.8194544707199313e-14,0.10307340574459091,98.31425489585237,2.4676396797402138e-05
TCP_dataofs,0.5376438684451356,0.015064326017062615,-2.5295658948642138e-17,0.018903276186005204,4.493426248548203,-0.04738685671600841
sport_class,0.48235985787084235,0.03374122719636128,-1.4141077613070041e-16,0.06429003556453303,7.580613049477651,0.1002065097961487
TCP_sport,0.400412448290159,0.05173912181498416,1.3714345847118811e-13,0.09831616793608017,99.16994888404938,9.047857871457702e-06
TCP_window,0.14261315074666572,0.03049994527000919,-8.447687859714095e-14,0.014639532694953938,4.046606701573838,-1.5658806603587672e-05
BOOTP_flags,0.1301565571671343,0.006672591045701479,-1.7727315051386726e-17,0.008892787086718543,21.404109589041102,0.0
DHCP_options,0.10915272084247021,0.00223086165168191,0.0,0.0015903531971348708,20.170909090909095,0.0
BOOTP_op,0.10911881712349072,0.0014273997025977794,0.0,0.002461592033687117,25.613432835820902,0.0
BOOTP_file,0.09529992252638016,5.2517579714875624e-05,0.0,0.0033833221437747163,59.66451612903227,0.0
BOOTP_options,0.09529992252638016,0.0008913030116006644,0.0,0.002932366523629477,59.66451612903227,0.0
BOOTP_hlen,0.09529992252638016,0.0023653957600988243,0.0,0.004229535467210903,59.66451612903227,0.0
BOOTP_xid,0.09529992252638016,0.009126810879364905,-2.0461712121397306e-10,0.002255541543992006,7.456833068108335,-2.693697812209122e-10
BOOTP_htype,0.09529992252638016,0.0018370123864668195,0.0,0.003357020042853113,59.66451612903227,0.0
BOOTP_sname,0.09529992252638016,0.0024605457240562084,0.0,0.0031994675568840004,59.66451612903227,0.0
EAPOL_len,0.09178601477532572,0.0029412866891431583,5.632386060119694e-18,0.004935800504957328,51.964441400999284,0.007745169993505095
EAPOL_version,0.0903661979828951,0.004086913917270538,0.0,0.0063062615821216205,56.11250000000001,0.0
EAPOL_type,0.0903661979828951,0.003375617887869327,0.0,0.00623353450246788,56.11250000000001,0.0
Ether_type,0.08926889047700184,0.003964988180669027,-5.64852712572988e-14,0.0019094627168608446,6.731634786040292,-2.7256851521349056e-05
IP_id,0.08341518602069439,0.04019794857187528,-2.1116390202560463e-13,0.02700722952853158,0.002525996899106596,-9.756876673187935e-06
TCP_SYN,0.07251621265089286,0.0019613888395459775,-2.4527601679906134e-18,0.0025453857845540544,20.05207547169811,0.0
TCP_flags,0.05107080109536101,0.008163225418712762,-2.8497982541874827e-17,0.007630433498407407,1.9361118842193226,-0.10821424230923535
IP_proto,0.04855037140238997,0.0016228448354768952,-2.2329292270876197e-16,0.00555432635488022,1.4573404026653156,0.07817888332514958
TCP_PSH,0.046700214196318854,0.0009675482000645092,0.0,0.0035780453967500484,17.524137931034485,0.0
Protocol,0.044878982210830407,0.016931723391383796,-1.190766479120728e-16,0.017232083444109272,4.620856939501742,-0.017863122377262265
TCP_RST,0.0435473022035542,0.0009724300827278384,0.0,0.003266089006321353,24.726027397260278,0.0
IP_flags,0.038531731914684425,0.0023541372543825407,-4.9495321451054275e-17,0.0077107582969067395,0.760066121454667,0.0
IP_version,0.038173618210666456,0.0011674768998303064,-6.800515065602415e-17,0.0007104497103143738,0.7006060606060606,0.0
IP_ihl,0.03707048943778667,0.002264244413080184,-8.587763471810824e-17,0.001291376703629274,0.6844580227847495,0.0
TCP_seq,0.03578133830611286,0.013805505379548756,-2.599795771757991e-10,0.009449628514814276,6.09145070452063,2.432661762068345e-11
IP_len,0.03127903070816163,0.019173873771484252,-3.3181564028289957e-15,0.017290034970158647,0.005996236035545008,-0.0019325069533167583
IP_ttl,0.028671913295417455,0.005246929092466201,-2.3985659167592227e-15,0.012200243753231121,16.778635775746274,-0.05424181786758789
TCP_chksum,0.024351901889728557,0.0062124947509941105,-1.1256218101129153e-13,0.0043446934501600604,2.601435229311734,-2.438663535159851e-06
entropy,0.02426091845302351,0.06668187686294823,-5.3116165193755123e-17,0.0540298914566644,0.1978281178164563,0.0
DNS_id,0.020739765339279168,0.008785665563742013,-1.6377742600451018e-14,0.005948207659611706,2.464830195374249,-0.047541182003138845
DNS_rd,0.019096290815590375,0.00033049638610712495,0.0,0.0033309171287948113,9.124503311258284,0.0
IP_DF,0.01804597865791073,0.002611544030666354,-1.480389315822598e-17,0.004502533096046072,0.8245588764854097,0.0
UDP_dport,0.01634990057800737,0.007055820118626347,-5.832713270768136e-14,0.004312491799254006,8.807564675305755,-0.003501395012340383
UDP_len,0.01634990057800737,0.017458682789718977,-2.477916846645071e-15,0.015437236334813843,2.2979959362130833,0.004886770258156565
UDP_sport,0.01634990057800737,0.019109389132157116,-1.7533800317838758e-13,0.01815085917049678,5.72089788524516,4.102174765910424e-06
UDP_chksum,0.014381294090901314,0.016260088315855833,-3.9034823652122354e-13,0.011849731136475618,2.563762987957015,5.501886921773186e-06
DNS_aa,0.005010893822417412,0.00016788791737671108,-3.606347871869913e-18,0.0009860930088321511,35.599999999999994,0.0
DNS_qr,0.004840399795489905,3.696201931445839e-05,-3.545566728046837e-18,0.0009316145380847397,34.99999999999999,0.0
TCP_options,0.00479766293547743,0.0013746187943580754,-4.4650506507158e-18,0.0027860666732999733,0.6169252468265162,0.0
TCP_FIN,0.0038313381733154463,0.0019798719683134986,0.0,0.0033400987680544964,31.2,0.0
DNS_ancount,0.0037815976620041926,0.0002216192658592902,-1.9085279186444567e-17,0.00010395245786013502,11.775,0.0
TCP_ack,0.0028500578204119402,0.008644154693887676,-3.9957159581468865e-10,0.004962947568046936,0.04370221959555739,-3.713691802988992e-11
pck_size,0.002729164012260532,0.024055359051776345,-3.3821184265227135e-15,0.02175635102113135,0.05152729633937572,-0.0005555284791744883
DNS_nscount,0.0018526233515855574,9.020909487917668e-07,-1.1163470099703883e-17,9.649243344243007e-05,9.183333333333334,0.0
DNS_qdcount,0.0016522714805078948,0.0013117602155687151,-8.327016707268478e-18,0.0023367982988419817,4.4325153374233155,0.0
IP_tos,0.0005013605564002057,0.00426110501307265,-1.731100825256655e-16,0.007057020022338412,9.016666666666664,-0.044453226296422545
IP_options,0.00028453137521350445,4.2559344811039486e-07,0.0,0.00040829945122743957,8.599999999999998,0.0
payload_bytes,0.0001342197590756399,0.019603803336321914,-2.821778115238102e-15,0.01860606163704186,0.04145849137457614,0.002671613699070113
LLC_ctrl,8.731830631790245e-05,0.0002243090543718296,-1.063670020929858e-17,0.00010095883934915321,0.040000000000000056,-0.002825721678109035
LLC_ssap,8.731830631790245e-05,0.00016459504961648452,0.0,0.00011020009888014442,0.040000000000000056,0.0
TCP_ACK,3.2057520511044485e-05,0.003303387511348009,-3.373229865711199e-18,0.006624906581251406,0.005075090626618581,0.0
ICMP_type,1.8502915653288607e-05,4.280819016867731e-05,0.0,4.483480028942387e-05,2.1249999999999996,0.0
