Variable_Name,Information_Value,Random_Forest,Recursive_Feature_Elimination,Extra_Trees,Chi_Square,L_One
sport,0.9346270073185552,0.10245151798656726,-3.328598212395995e-14,0.09250482375552592,116.52794369031679,7.489222144521745e-06
TCP_sport,0.54923861491128,0.08821631053143929,6.049620683743021e-13,0.08882111751945129,165.99257969374804,1.2709922902393312e-05
TCP_dataofs,0.2386307484243108,0.006906259224433114,-1.0204421025302194e-16,0.01579300124946887,17.55768215562276,-0.030494498399613015
TCP_dport,0.22098573319012316,0.0203506717159419,-7.67023691489065e-13,0.023093431665019974,209.2267494722361,-7.992861510082575e-05
dport_class,0.1965319307943169,0.03363383415340245,-4.2778625698541975e-16,0.032457203651769385,43.15644985181724,-0.002835277226424308
dport,0.18218009996639456,0.03346347373339589,-9.020936222329688e-13,0.024491087919316666,176.45283719150024,-1.5486269786372154e-05
IP_flags,0.16191588961898318,0.004098728201580355,-1.2389140036294033e-16,0.0058268959237734955,1.0946938416937624,0.0
TCP_PSH,0.1253538767586505,0.0021921159824989014,-7.652091539633805e-18,0.004268643999885564,66.09350411710886,0.0
pck_size,0.11010538456152907,0.03488641251673588,-1.368673369928e-14,0.03352026426999962,19.54106136892181,-0.0012774058779628544
IP_len,0.10829591535092527,0.03622332254437752,-1.3412782520967788e-14,0.03298364549245853,19.390727667545264,-8.594383267066308e-05
sport_class,0.10564105059876785,0.01480324038440528,-3.52024917450586e-16,0.02008055895417924,18.041970429343056,-0.04536123243864381
IP_DF,0.09250064454421252,0.004377738817014715,-3.399848940209378e-17,0.007728780598995195,4.094885745375408,0.23306681369628926
TCP_flags,0.0882068844144539,0.00567964421166659,-7.909151098368409e-17,0.006717429378702032,2.2089641722045545,-0.039961212183236165
TCP_seq,0.07000426056597392,0.07853895409419973,-5.754256510120203e-10,0.07221908168752544,14.728608925327649,-1.0116778149582739e-10
TCP_FIN,0.05921074762812201,0.0016745222082965392,0.0,0.0025130062541916225,31.692987012986993,0.0
TCP_window,0.05569131099028557,0.050615120674631975,-2.0418873157862142e-13,0.04586384385755378,11.665806146365773,-2.5652999876919286e-05
TCP_SYN,0.051749397604837606,0.0013299942489766391,0.0,0.001816310501018784,29.93981308411213,0.0
IP_ttl,0.04694572381064065,0.007280904780888481,-5.280138350169015e-15,0.011452611052876708,15.664669648239663,0.00021779458274952861
DNS_qdcount,0.04665102512207161,0.0064512017211439164,-1.0568805502831787e-17,0.00832405738944437,47.812765957446786,0.08553558259436936
DNS_ancount,0.0466494908541998,0.011228667440246795,-2.8548663859788894e-17,0.010712779365560532,32.32773348519362,0.0726518374070429
DNS_qr,0.04252308913798554,0.0022457687778322495,-6.863279271818839e-18,0.003405255241268038,38.984713375796176,0.0
DNS_aa,0.04057141540557107,0.002014177538085076,-7.056611082766891e-18,0.0026679590818843154,36.98490566037736,0.0
DNS_nscount,0.038387685888259214,0.0113367311648483,-5.735510142799804e-18,0.009228972617798068,61.77063829787235,0.052244368756841714
entropy,0.020386402979678874,0.06110304958399043,-1.9708414782346774e-16,0.05910487968675702,11.279844367458118,0.0
IP_proto,0.0155743853165834,0.0007702086978058388,-5.962866516322582e-16,0.0022151721047317142,2.180963945137844,-0.026483504778285996
payload_bytes,0.014998037278157832,0.04338812234224804,-1.2073798140427102e-14,0.047480628066643916,22.977346959591458,0.0010273950373735226
UDP_chksum,0.014740342933022628,0.07611070191119658,-9.662014219046753e-13,0.07773791700656633,18.41462736750091,3.883177885700418e-06
UDP_len,0.013236597319082982,0.02203582567215531,-5.909430243998525e-15,0.020336410376703664,13.271236621833745,-0.00029453811598467375
UDP_dport,0.013236597319082982,0.005022224434276257,-1.3506993074390386e-13,0.002483077215004658,0.7072128277864024,8.641289943367771e-06
UDP_sport,0.013236597319082982,0.009860070577343411,-6.382480504982629e-13,0.00992857543434931,1.3041834351528319,-2.5027259759997704e-06
TCP_options,0.012134035651430957,0.0006073957226128819,-9.307319103643686e-18,0.0038626612961396426,3.258732086470723,0.0
IP_id,0.01206391462530281,0.07532887857620159,-4.703812392602865e-13,0.07138028929856446,1.7776453975243993,-6.223666178715743e-07
TCP_ACK,0.007959493172642735,0.0018699012099241822,-6.430300335503915e-18,0.002474964774046685,2.5578040904197903,0.0
DHCP_options,0.007273210538853616,0.00015743173695680052,0.0,0.0003024857211046464,0.3199999999999993,0.0
TCP_chksum,0.006387253054899815,0.04252700044023647,-2.733392960155258e-13,0.03711504460618586,0.5213159501372872,1.9426128805894443e-06
DNS_id,0.0038244562433542378,0.004181474819444905,-5.576356450357832e-14,0.003253121378159512,5.279863712381926,-0.009315975947097136
TCP_RST,0.0037731642028587735,0.0013934728986444937,0.0,0.0017153152897301425,3.4787401574803183,0.0
