Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
EdimaxPlug1101W,0,1,DT,0.977695167286245,0.971044701724177,0.95728582426042,0.971044701724177,0.963977234683629,0.927960900711911,0.046851873397827,0.0,0.046851873397827,0
EdimaxPlug1101W,0,2,DT,0.981412639405204,0.961837791847051,0.970359609552208,0.961837791847051,0.966035353535354,0.932072422413575,0.062637805938721,0.0,0.062637805938721,0
EdimaxPlug1101W,0,3,DT,0.975836431226766,0.959543770715539,0.955624018364142,0.959543770715539,0.957569690903024,0.915139896624524,0.045268535614014,0.0,0.045268535614014,0
EdimaxPlug1101W,0,4,DT,0.981412639405204,0.968449781659389,0.959028669234061,0.968449781659389,0.963665342950536,0.927332648981577,0.031247138977051,0.0,0.031247138977051,0
EdimaxPlug1101W,0,5,DT,0.985130111524164,0.978090271007994,0.970025876940771,0.978090271007994,0.974000241633442,0.948001739718745,0.047577142715454,0.0,0.047577142715454,0
EdimaxPlug1101W,0,6,DT,0.979553903345725,0.973030223619846,0.963227903594876,0.973030223619846,0.968030683629096,0.936064475702772,0.062974452972412,0.0,0.062974452972412,0
EdimaxPlug1101W,0,7,DT,0.988826815642458,0.982503710469232,0.972180325121502,0.982503710469232,0.977258610954263,0.954518505971034,0.047484397888184,0.0,0.047484397888184,0
EdimaxPlug1101W,0,8,DT,0.985102420856611,0.982388861748901,0.966482426303855,0.982388861748901,0.974208731569089,0.94842241751909,0.046875238418579,0.0,0.046875238418579,0
EdimaxPlug1101W,0,9,DT,0.986964618249534,0.973152004164498,0.97772784610533,0.973152004164498,0.975422537513485,0.950845396414421,0.04698920249939,0.0,0.04698920249939,0
EdimaxPlug1101W,0,10,DT,0.985102420856611,0.986266652513136,0.959558085874799,0.986266652513136,0.972309596246068,0.944632040211367,0.050610780715942,0.0,0.050610780715942,0
