Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
D-LinkHomeHub,0,1,DT,0.911666666666667,0.861145061492629,0.843642674129127,0.861145061492629,0.85198218200606,0.704031867763672,0.062490463256836,0.0,0.062490463256836,0
D-LinkHomeHub,0,2,DT,0.933333333333333,0.875346647712708,0.854152465973306,0.875346647712708,0.86426567731427,0.728586614796553,0.047932147979736,0.0,0.047932147979736,0
D-LinkHomeHub,0,3,DT,0.936666666666667,0.880032083110534,0.898,0.880032083110534,0.88865230216249,0.77734375,0.078111410140991,0.0,0.078111410140991,0
D-LinkHomeHub,0,4,DT,0.928333333333333,0.887470453790706,0.867996289424861,0.887470453790706,0.8772778515062,0.754612897089595,0.048149824142456,0.0,0.048149824142456,0
D-LinkHomeHub,0,5,DT,0.928333333333333,0.868607954545455,0.852230069351658,0.868607954545455,0.860116352832102,0.720270621909966,0.067241907119751,0.0,0.067241907119751,0
D-LinkHomeHub,0,6,DT,0.941666666666667,0.902305169570245,0.899390243902439,0.902305169570245,0.900838153700862,0.801677243880326,0.068992853164673,0.0,0.068992853164673,0
D-LinkHomeHub,0,7,DT,0.93,0.894507677030021,0.872861165258826,0.894507677030021,0.883116883116883,0.766303138215001,0.119004249572754,0.0,0.119004249572754,0
D-LinkHomeHub,0,8,DT,0.9,0.845115974523304,0.816067307517581,0.845115974523304,0.829387120623306,0.659006952469358,0.080485820770264,0.0,0.080485820770264,0
D-LinkHomeHub,0,9,DT,0.916666666666667,0.844554689345618,0.855760630945605,0.844554689345618,0.85,0.700023998080154,0.06038498878479,0.0,0.06038498878479,0
D-LinkHomeHub,0,10,DT,0.923333333333333,0.851532644930482,0.863594315028172,0.851532644930482,0.857390873015873,0.714805323633959,0.038030624389648,0.0,0.038030624389648,0
