Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
Aria,0,1,DT,0.995260663507109,0.997126436781609,0.986842105263158,0.997126436781609,0.991892411143132,0.983785445323907,0.002998113632202,0.0,0.002998113632202,0
Aria,0,2,DT,0.995260663507109,0.997126436781609,0.986842105263158,0.997126436781609,0.991892411143132,0.983785445323907,0.0,0.0,0.0,0
Aria,0,3,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
Aria,0,4,DT,0.995260663507109,0.987179487179487,0.997109826589595,0.987179487179487,0.992057218144175,0.98411503425431,0.015626668930054,0.0,0.015626668930054,0
Aria,0,5,DT,0.981042654028436,0.976819541375872,0.95547619047619,0.976819541375872,0.965746753246753,0.931504625872423,0.015626907348633,0.0,0.015626907348633,0
Aria,0,6,DT,0.985781990521327,0.970099409754582,0.980396825396825,0.970099409754582,0.97515406052518,0.950310071434179,0.01563024520874,0.0,0.01563024520874,0
Aria,0,7,DT,0.980952380952381,0.976771390374332,0.955459770114942,0.976771390374332,0.965714285714286,0.931439764936337,0.0,0.0,0.0,0
Aria,0,8,DT,0.99047619047619,0.994350282485876,0.971428571428571,0.994350282485876,0.98245320855615,0.964912280701754,0.0,0.0,0.0,0
Aria,0,9,DT,0.980952380952381,0.956569286049055,0.977142857142857,0.956569286049055,0.966475095785441,0.932960893854749,0.0,0.0,0.0,0
Aria,0,10,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.007998466491699,0.0,0.007998466491699,0
