Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
Lightify,0,1,DT,0.995,0.993258727369949,0.989640006824515,0.993258727369949,0.991437989639967,0.982876060732905,0.031259298324585,0.0,0.031259298324585,0
Lightify,0,2,DT,0.991666666666667,0.979196015793964,0.990913895438654,0.979196015793964,0.984939683432146,0.969880727681619,0.015745162963867,0.0,0.015745162963867,0
Lightify,0,3,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.031378507614136,0.0,0.031378507614136,0
Lightify,0,4,DT,0.995,0.993133558633354,0.989376550868486,0.993133558633354,0.991243049170279,0.982486183544796,0.015616416931152,0.0,0.015616416931152,0
Lightify,0,5,DT,0.993333333333333,0.985874376118278,0.985874376118278,0.985874376118278,0.985874376118278,0.971748752236557,0.031235456466675,0.0,0.031235456466675,0
Lightify,0,6,DT,0.99,0.982418784551972,0.982418784551972,0.982418784551972,0.982418784551972,0.964837569103944,0.019726037979126,0.0,0.019726037979126,0
Lightify,0,7,DT,0.998333333333333,0.998997995991984,0.995098039215686,0.998997995991984,0.997035441299267,0.994070911893751,0.015756368637085,0.0,0.015756368637085,0
Lightify,0,8,DT,0.993333333333333,0.983054410898999,0.991612461485792,0.983054410898999,0.987274925240186,0.97455039022735,0.020617723464966,0.0,0.020617723464966,0
Lightify,0,9,DT,0.996666666666667,0.991150442477876,0.997955010224949,0.991150442477876,0.99451112412178,0.989022449091608,0.03134560585022,0.0,0.03134560585022,0
Lightify,0,10,DT,0.993333333333333,0.987493486190724,0.987493486190724,0.987493486190724,0.987493486190724,0.974986972381449,0.016236782073975,0.0,0.016236782073975,0
