Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
MAXGateway,0,1,DT,0.996309963099631,0.997747747747748,0.99,0.997747747747748,0.993820826777937,0.987641935336769,0.003095149993896,0.0,0.003095149993896,0
MAXGateway,0,2,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.015619277954102,0.0,0.015619277954102,0
MAXGateway,0,3,DT,0.996309963099631,0.990196078431373,0.997737556561086,0.990196078431373,0.993915718102422,0.987831709397872,0.015622138977051,0.0,0.015622138977051,0
MAXGateway,0,4,DT,0.996309963099631,0.997777777777778,0.98936170212766,0.997777777777778,0.993510070167876,0.987020451171033,0.015655040740967,0.0,0.015655040740967,0
MAXGateway,0,5,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.015666246414185,0.0,0.015666246414185,0
MAXGateway,0,6,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.020652532577515,0.0,0.020652532577515,0
MAXGateway,0,7,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.01136302947998,0.0,0.01136302947998,0
MAXGateway,0,8,DT,0.996296296296296,0.997844827586207,0.987179487179487,0.997844827586207,0.992426579899582,0.984853584651632,0.010004043579102,0.0,0.010004043579102,0
MAXGateway,0,9,DT,0.996296296296296,0.997826086956522,0.98780487804878,0.997826086956522,0.992737835875091,0.985476062399139,0.012610673904419,0.0,0.012610673904419,0
MAXGateway,0,10,DT,0.996296296296296,0.989795918367347,0.997747747747748,0.989795918367347,0.993716692653185,0.987433677743647,0.014959096908569,0.0,0.014959096908569,0
