Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
D-LinkWaterSensor,0,1,DT,0.933333333333333,0.87843137254902,0.865192162139433,0.87843137254902,0.871619308456008,0.743260590500642,0.07872462272644,0.0,0.07872462272644,0
D-LinkWaterSensor,0,2,DT,0.941666666666667,0.922457072532281,0.885188087774295,0.922457072532281,0.902252384343625,0.804658431314184,0.063204526901245,0.0,0.063204526901245,0
D-LinkWaterSensor,0,3,DT,0.946666666666667,0.909150326797386,0.888144841269841,0.909150326797386,0.898199401921486,0.796437659033079,0.063000917434692,0.0,0.063000917434692,0
D-LinkWaterSensor,0,4,DT,0.926666666666667,0.865512265512266,0.876942002817516,0.865512265512266,0.871071086714462,0.742162320539115,0.0787353515625,0.0,0.0787353515625,0
D-LinkWaterSensor,0,5,DT,0.946666666666667,0.909150326797386,0.888144841269841,0.909150326797386,0.898199401921486,0.796437659033079,0.078835964202881,0.0,0.078835964202881,0
D-LinkWaterSensor,0,6,DT,0.943333333333333,0.890376984126984,0.897107055756454,0.890376984126984,0.893694632621157,0.787393696848424,0.063734531402588,0.0,0.063734531402588,0
D-LinkWaterSensor,0,7,DT,0.936666666666667,0.907893965736164,0.87943159310207,0.907893965736164,0.892728093947606,0.785557081319012,0.063331365585327,0.015629768371582,0.078961133956909,0
D-LinkWaterSensor,0,8,DT,0.951666666666667,0.917085118157037,0.907,0.917085118157037,0.911939308976624,0.823886639676113,0.078238725662231,0.0,0.078238725662231,0
D-LinkWaterSensor,0,9,DT,0.935,0.885146254711472,0.903803339517625,0.885146254711472,0.894055806330392,0.788158609451385,0.063230752944946,0.0,0.063230752944946,0
D-LinkWaterSensor,0,10,DT,0.946666666666667,0.90674339954035,0.91266516274573,0.90674339954035,0.9096657633243,0.81933492669891,0.06262731552124,0.0,0.06262731552124,0
