Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
TP-LinkPlugHS110,0,1,DT,0.970779220779221,0.974631876096742,0.929034482758621,0.974631876096742,0.949839856685305,0.899768585478739,0.031398773193359,0.0,0.031398773193359,0
TP-LinkPlugHS110,0,2,DT,0.987012987012987,0.99236641221374,0.96,0.99236641221374,0.975320512820513,0.950656840756168,0.015624523162842,0.0,0.015624523162842,0
TP-LinkPlugHS110,0,3,DT,0.977198697068404,0.946267829940452,0.978755014113802,0.946267829940452,0.96151021797145,0.923054889183286,0.019720554351807,0.0,0.019720554351807,0
TP-LinkPlugHS110,0,4,DT,0.986970684039088,0.982690274841438,0.964758269720102,0.982690274841438,0.973470445903906,0.946945476540223,0.015626430511475,0.0,0.015626430511475,0
TP-LinkPlugHS110,0,5,DT,0.980456026058632,0.972579656862745,0.95832714306938,0.972579656862745,0.96527149321267,0.930548224115828,0.025722503662109,0.0,0.025722503662109,0
TP-LinkPlugHS110,0,6,DT,0.986970684039088,0.961534934898221,0.981582472254114,0.961534934898221,0.97125468164794,0.942514745810317,0.031364679336548,0.0,0.031364679336548,0
TP-LinkPlugHS110,0,7,DT,0.977198697068404,0.965246158224246,0.958912280701754,0.965246158224246,0.962040520728455,0.924082382449571,0.015108108520508,0.0,0.015108108520508,0
TP-LinkPlugHS110,0,8,DT,0.980456026058632,0.969312275089964,0.969312275089964,0.969312275089964,0.969312275089964,0.938624550179928,0.01560640335083,0.0,0.01560640335083,0
TP-LinkPlugHS110,0,9,DT,0.980456026058632,0.973881673881674,0.960912280701754,0.973881673881674,0.967238190096756,0.934481041473999,0.021745443344116,0.0,0.021745443344116,0
TP-LinkPlugHS110,0,10,DT,0.980456026058632,0.956108949416342,0.971444658944659,0.956108949416342,0.963573801613669,0.927153365498695,0.01562237739563,0.0,0.01562237739563,0
