Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
SmarterCoffee,0,1,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
SmarterCoffee,0,2,DT,0.986301369863014,0.991803278688525,0.961538461538462,0.991803278688525,0.975867768595041,0.951751487111699,0.015737771987915,0.0,0.015737771987915,0
SmarterCoffee,0,3,DT,0.986301369863014,0.991379310344828,0.96875,0.991379310344828,0.979523141654979,0.959057767807067,0.0,0.0,0.0,0
SmarterCoffee,0,4,DT,0.986301369863014,0.9921875,0.95,0.9921875,0.9697472026523,0.939519469759735,0.0,0.0,0.0,0
SmarterCoffee,0,5,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
SmarterCoffee,0,6,DT,0.945205479452055,0.904761904761905,0.964285714285714,0.904761904761905,0.928849902534113,0.858252427184466,0.008610725402832,0.0,0.008610725402832,0
SmarterCoffee,0,7,DT,0.986111111111111,0.9921875,0.944444444444444,0.9921875,0.966651227420102,0.933333333333333,0.0,0.0,0.0,0
SmarterCoffee,0,8,DT,0.986111111111111,0.9375,0.992307692307692,0.9375,0.962790697674419,0.925619834710744,0.0,0.0,0.0,0
SmarterCoffee,0,9,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
SmarterCoffee,0,10,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
