Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
D-LinkDayCam,0,1,DT,0.986274509803922,0.981541308114776,0.96717574652382,0.981541308114776,0.974186364326568,0.948376088151083,0.015620708465576,0.0,0.015620708465576,0
D-LinkDayCam,0,2,DT,0.986274509803922,0.987058823529412,0.96547619047619,0.987058823529412,0.97585798816568,0.951724137931034,0.015628814697266,0.0,0.015628814697266,0
D-LinkDayCam,0,3,DT,0.97843137254902,0.963195841716968,0.958823529411765,0.963195841716968,0.960992636577921,0.921985815602837,0.015627861022949,0.0,0.015627861022949,0
D-LinkDayCam,0,4,DT,0.972549019607843,0.957107843137255,0.957107843137255,0.957107843137255,0.957107843137255,0.91421568627451,0.031241416931152,0.0,0.031241416931152,0
D-LinkDayCam,0,5,DT,0.988212180746562,0.967584498834499,0.987647380576152,0.967584498834499,0.977288952346957,0.954583308547975,0.036701440811157,0.000997543334961,0.037698984146118,0
D-LinkDayCam,0,6,DT,0.986247544204322,0.975132028580304,0.969877112135177,0.975132028580304,0.972482449162425,0.94496532336541,0.028921604156494,0.0,0.028921604156494,0
D-LinkDayCam,0,7,DT,0.980353634577603,0.971700991609458,0.964217796016415,0.971700991609458,0.9679050645682,0.935811748089485,0.021993160247803,0.0,0.021993160247803,0
D-LinkDayCam,0,8,DT,0.982318271119843,0.975277469478357,0.96234614554092,0.975277469478357,0.968662995519376,0.937329849378224,0.02906322479248,0.0,0.02906322479248,0
D-LinkDayCam,0,9,DT,0.986247544204322,0.971503496503496,0.97636149543715,0.971503496503496,0.973912916144998,0.947826214288852,0.042455673217773,0.000998735427856,0.04345440864563,0
D-LinkDayCam,0,10,DT,0.988212180746562,0.978815205327414,0.978815205327414,0.978815205327414,0.978815205327414,0.957630410654828,0.028922557830811,0.000997304916382,0.029919862747192,0
