Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
HueBridge,0,1,DT,0.918333333333333,0.864213564213564,0.856255645889792,0.864213564213564,0.860153830786135,0.720319634703196,0.046864032745361,0.0,0.046864032745361,0
HueBridge,0,2,DT,0.918333333333333,0.870682084309133,0.863245181532945,0.870682084309133,0.86689062846639,0.733792104310033,0.126900434494019,0.0,0.126900434494019,0
HueBridge,0,3,DT,0.923333333333333,0.841939281809772,0.860973011363636,0.841939281809772,0.851033053390617,0.702123985494733,0.089096307754517,0.002012968063354,0.091109275817871,0
HueBridge,0,4,DT,0.908333333333333,0.860964640198511,0.833841326759301,0.860964640198511,0.846396603968553,0.69296613323409,0.088353633880615,0.0,0.088353633880615,0
HueBridge,0,5,DT,0.928333333333333,0.85283545935809,0.886468675111263,0.85283545935809,0.868350554917719,0.736863577023499,0.099207878112793,0.000997543334961,0.100205421447754,0
HueBridge,0,6,DT,0.911666666666667,0.894423274662796,0.827556761101065,0.894423274662796,0.855042735042735,0.711045687493185,0.070312023162842,0.0,0.070312023162842,0
HueBridge,0,7,DT,0.915,0.837235505308991,0.86193150376094,0.837235505308991,0.84880750626263,0.697735983247066,0.075345516204834,0.0,0.075345516204834,0
HueBridge,0,8,DT,0.923333333333333,0.860264587762816,0.866,0.860264587762816,0.863092521677018,0.726190476190476,0.06837272644043,0.0,0.06837272644043,0
HueBridge,0,9,DT,0.933333333333333,0.862819814915623,0.888512273581036,0.862819814915623,0.874934861907243,0.749953116209289,0.056095838546753,0.0,0.056095838546753,0
HueBridge,0,10,DT,0.933333333333333,0.860586580956207,0.845192307692308,0.860586580956207,0.852637783672266,0.705304518664047,0.048196315765381,0.0,0.048196315765381,0
