Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
WeMoInsightSwitch,0,1,DT,0.963333333333333,0.939281809772096,0.92470932596146,0.939281809772096,0.931795634920635,0.863602546085806,0.031246900558472,0.0,0.031246900558472,0
WeMoInsightSwitch,0,2,DT,0.966666666666667,0.937467430953622,0.937467430953622,0.937467430953622,0.937467430953622,0.874934861907243,0.025137424468994,0.0,0.025137424468994,0
WeMoInsightSwitch,0,3,DT,0.965,0.9375,0.951815329448678,0.9375,0.944438319920626,0.888888888888889,0.031247138977051,0.0,0.031247138977051,0
WeMoInsightSwitch,0,4,DT,0.975,0.943083126550869,0.968447049660798,0.943083126550869,0.955179059656672,0.910379988847288,0.015620708465576,0.0,0.015620708465576,0
WeMoInsightSwitch,0,5,DT,0.965,0.938911472448058,0.942114841424807,0.938911472448058,0.940502892220517,0.881006346328196,0.031281471252441,0.0,0.031281471252441,0
WeMoInsightSwitch,0,6,DT,0.961666666666667,0.914519906323185,0.956783402891187,0.914519906323185,0.933869723355009,0.867846472075385,0.035467147827148,0.0,0.035467147827148,0
WeMoInsightSwitch,0,7,DT,0.973333333333333,0.954184241802801,0.93668078241581,0.954184241802801,0.945174186179326,0.890358391009388,0.031880855560303,0.0,0.031880855560303,0
WeMoInsightSwitch,0,8,DT,0.968333333333333,0.935346682789859,0.946577243293247,0.935346682789859,0.940846517468438,0.881698559628077,0.030880689620972,0.000998258590698,0.03187894821167,0
WeMoInsightSwitch,0,9,DT,0.971666666666667,0.941610413597484,0.945756392045455,0.941610413597484,0.943668505724274,0.887337633648493,0.028517007827759,0.0,0.028517007827759,0
WeMoInsightSwitch,0,10,DT,0.968333333333333,0.94001544841044,0.943667889569798,0.94001544841044,0.941829314963643,0.883659223578397,0.034786224365234,0.001999139785767,0.036785364151001,0
