Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
WeMoLink,0,1,DT,0.973333333333333,0.948,0.95532157085942,0.948,0.951611927659832,0.903225806451613,0.078940629959106,0.00255012512207,0.081490755081177,0
WeMoLink,0,2,DT,0.971666666666667,0.951378003531816,0.94785022442712,0.951378003531816,0.949602502087543,0.899205502193763,0.063379526138306,0.0,0.063379526138306,0
WeMoLink,0,3,DT,0.961666666666667,0.924635744735,0.928406367682301,0.924635744735,0.926507788576754,0.8530163599182,0.063215970993042,0.0,0.063215970993042,0
WeMoLink,0,4,DT,0.96,0.928,0.928,0.928,0.928,0.856,0.063155889511108,0.0,0.063155889511108,0
WeMoLink,0,5,DT,0.955,0.922218284904323,0.918960364126507,0.922218284904323,0.920578502267435,0.84115778326862,0.059935092926025,0.0,0.059935092926025,0
WeMoLink,0,6,DT,0.975,0.957120028409091,0.944655540922732,0.957120028409091,0.950754819188111,0.901514488313053,0.078845739364624,0.0,0.078845739364624,0
WeMoLink,0,7,DT,0.965,0.952233250620348,0.929779472724258,0.952233250620348,0.940502892220517,0.881033310673012,0.060856103897095,0.0,0.060856103897095,0
WeMoLink,0,8,DT,0.96,0.932518502351237,0.925826805493153,0.932518502351237,0.929128277817151,0.858259346024371,0.062585830688477,0.0,0.062585830688477,0
WeMoLink,0,9,DT,0.963333333333333,0.927055103884372,0.946728088825892,0.927055103884372,0.936507936507936,0.873037857802401,0.068621635437012,0.0,0.068621635437012,0
WeMoLink,0,10,DT,0.963333333333333,0.939383876071966,0.932756132756133,0.939383876071966,0.936026674937965,0.872055830183193,0.057115793228149,0.0,0.057115793228149,0
