Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
HueSwitch,0,1,DT,0.95,0.898335456292234,0.905692737307329,0.898335456292234,0.901960784313726,0.803925840395634,0.063235282897949,0.0,0.063235282897949,0
HueSwitch,0,2,DT,0.92,0.874485791738545,0.858970398502662,0.874485791738545,0.866419294990724,0.732883192045855,0.049641847610474,0.0,0.049641847610474,0
HueSwitch,0,3,DT,0.94,0.894512707311832,0.894512707311832,0.894512707311832,0.894512707311832,0.789025414623664,0.062619209289551,0.0,0.062619209289551,0
HueSwitch,0,4,DT,0.933333333333333,0.862935465448315,0.862935465448315,0.862935465448315,0.862935465448315,0.72587093089663,0.063255548477173,0.0,0.063255548477173,0
HueSwitch,0,5,DT,0.95,0.901642407369345,0.926506478303141,0.901642407369345,0.913419913419914,0.826893116116251,0.04704737663269,0.0,0.04704737663269,0
HueSwitch,0,6,DT,0.941666666666667,0.879113590521706,0.92407919343036,0.879113590521706,0.89936697032284,0.798950714203653,0.06322169303894,0.0,0.06322169303894,0
HueSwitch,0,7,DT,0.941666666666667,0.901592697272936,0.898646471156945,0.901592697272936,0.900109879132954,0.800220708550554,0.062748193740845,0.0,0.062748193740845,0
HueSwitch,0,8,DT,0.948333333333333,0.917288431807488,0.884920634920635,0.917288431807488,0.900059641826652,0.80020623872132,0.052527666091919,0.0,0.052527666091919,0
HueSwitch,0,9,DT,0.948333333333333,0.906377512467886,0.895740475990245,0.906377512467886,0.900945280255625,0.80190005538278,0.063226938247681,0.0,0.063226938247681,0
HueSwitch,0,10,DT,0.935,0.909778681120144,0.880404968640263,0.909778681120144,0.894055806330392,0.788227628149435,0.058260679244995,0.015629291534424,0.073889970779419,0
