Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
D-LinkDoorSensor,0,1,DT,0.988333333333333,0.982282003710575,0.978914497319405,0.982282003710575,0.980587819318818,0.961175818080976,0.028077840805054,0.0,0.028077840805054,0
D-LinkDoorSensor,0,2,DT,0.975,0.960125842880859,0.949,0.960125842880859,0.954451366712047,0.908906882591093,0.038106203079224,0.0,0.038106203079224,0
D-LinkDoorSensor,0,3,DT,0.978333333333333,0.962710941752858,0.959,0.962710941752858,0.960843176923579,0.921686746987952,0.069939374923706,0.0,0.069939374923706,0
D-LinkDoorSensor,0,4,DT,0.983333333333333,0.976140720684705,0.969789332138055,0.976140720684705,0.972926142516786,0.945853262340944,0.040182828903198,0.0,0.040182828903198,0
D-LinkDoorSensor,0,5,DT,0.981666666666667,0.965568154972832,0.969235500704379,0.965568154972832,0.96738985429194,0.934780030831258,0.108589887619019,0.0,0.108589887619019,0
D-LinkDoorSensor,0,6,DT,0.978333333333333,0.970435121231375,0.951866288684148,0.970435121231375,0.960843176923579,0.92169618118299,0.064493894577026,0.000997304916382,0.065491199493408,0
D-LinkDoorSensor,0,7,DT,0.981666666666667,0.980831774941052,0.955122655122655,0.980831774941052,0.96738985429194,0.93479549496147,0.042383193969727,0.000997304916382,0.043380498886108,0
D-LinkDoorSensor,0,8,DT,0.976666666666667,0.966229488680331,0.952092352092352,0.966229488680331,0.958977163954601,0.917960738353355,0.072372674942017,0.000998020172119,0.073370695114136,0
D-LinkDoorSensor,0,9,DT,0.975,0.949167728146117,0.953267973856209,0.949167728146117,0.951203378894919,0.902407286922576,0.046868324279785,0.0,0.046868324279785,0
D-LinkDoorSensor,0,10,DT,0.973333333333333,0.96644984594317,0.936,0.96644984594317,0.950396825396825,0.900826446280992,0.046870946884155,0.0,0.046870946884155,0
