Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
EdimaxCam,0,1,DT,0.9875,0.980776045357902,0.975239721528964,0.980776045357902,0.977981085752662,0.95596265633257,0.0,0.0,0.0,0
EdimaxCam,0,2,DT,0.9825,0.975980392156863,0.957350101267015,0.975980392156863,0.966374848386593,0.932756964457253,0.019131898880005,0.0,0.019131898880005,0
EdimaxCam,0,3,DT,0.9825,0.962788335993036,0.969117647058824,0.962788335993036,0.965919740990031,0.931840311587147,0.015609264373779,0.0,0.015609264373779,0
EdimaxCam,0,4,DT,0.985,0.975875517671183,0.975875517671183,0.975875517671183,0.975875517671183,0.951751035342367,0.015629768371582,0.0,0.015629768371582,0
EdimaxCam,0,5,DT,0.975,0.9703125,0.953586497890295,0.9703125,0.961650559901826,0.923312883435583,0.015621423721313,0.0,0.015621423721313,0
EdimaxCam,0,6,DT,0.97,0.961379790248024,0.926291618828932,0.961379790248024,0.942737163580836,0.885523491533508,0.017253637313843,0.0,0.017253637313843,0
EdimaxCam,0,7,DT,0.984962406015038,0.974012158054711,0.974012158054711,0.974012158054711,0.974012158054711,0.948024316109423,0.02422571182251,0.0,0.02422571182251,0
EdimaxCam,0,8,DT,0.987468671679198,0.99266862170088,0.96031746031746,0.99266862170088,0.975646080789091,0.95130702203998,0.019946813583374,0.000997066497803,0.020943880081177,0
EdimaxCam,0,9,DT,0.984962406015038,0.984916734916735,0.962765957446809,0.984916734916735,0.973409454416208,0.946828358208955,0.016582489013672,0.0,0.016582489013672,0
EdimaxCam,0,10,DT,0.974937343358396,0.96111310915303,0.950461133069829,0.96111310915303,0.955682424027013,0.911368785819006,0.017735242843628,0.0,0.017735242843628,0
