Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
D-LinkSwitch,0,1,DT,0.931666666666667,0.897875310173697,0.872953426250659,0.897875310173697,0.88467542695876,0.769438404438779,0.033523082733154,0.0,0.033523082733154,0
D-LinkSwitch,0,2,DT,0.963333333333333,0.926288789841056,0.933841150290996,0.926288789841056,0.930012088821022,0.860027146250424,0.04686975479126,0.0,0.04686975479126,0
D-LinkSwitch,0,3,DT,0.946666666666667,0.900371057513915,0.918346774193548,0.900371057513915,0.90900646433243,0.818043972706596,0.053375244140625,0.0,0.053375244140625,0
D-LinkSwitch,0,4,DT,0.931666666666667,0.880543360692244,0.8647247743719,0.880543360692244,0.872353011379262,0.744739135848587,0.068573951721191,0.0,0.068573951721191,0
D-LinkSwitch,0,5,DT,0.943333333333333,0.899660669939906,0.905627705627706,0.899660669939906,0.902604843021924,0.805213405900888,0.099801301956177,0.0,0.099801301956177,0
D-LinkSwitch,0,6,DT,0.948333333333333,0.901785714285714,0.905211047420532,0.901785714285714,0.903486423237978,0.806973848069738,0.045593738555908,0.0,0.045593738555908,0
D-LinkSwitch,0,7,DT,0.935,0.889494591852156,0.86671680624441,0.889494591852156,0.877537562997504,0.755137918044452,0.059168338775635,0.0,0.059168338775635,0
D-LinkSwitch,0,8,DT,0.965,0.94038991228927,0.937034739454094,0.94038991228927,0.938701344191952,0.877403284813575,0.046870470046997,0.0,0.046870470046997,0
D-LinkSwitch,0,9,DT,0.951666666666667,0.931,0.902660737308246,0.931,0.91599032440288,0.832046332046332,0.037759780883789,0.0,0.037759780883789,0
D-LinkSwitch,0,10,DT,0.946666666666667,0.917198204583038,0.898825654923216,0.917198204583038,0.907647907647908,0.815327793167128,0.04746413230896,0.0,0.04746413230896,0
