Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
UNSW_13,0,1,DT,0.948678049131907,0.918200043917435,0.967071317236743,0.918200043917435,0.920495221533934,0.945635328589726,0.59183669090271,0.015065908432007,0.7910065650939941
UNSW_13,1,2,DT,0.944744614941287,0.914063680281072,0.967559175912573,0.914063680281072,0.916261303430797,0.941427353208254,0.511298894882202,0.014105319976807,0.7737953662872314
UNSW_13,2,3,DT,0.950551113032202,0.920169740887132,0.967918687152859,0.920169740887132,0.922951802874319,0.947627141566976,0.492134571075439,0.014084815979004,0.7613484859466553
UNSW_13,3,4,DT,0.936503133779987,0.905397013614405,0.971248899032391,0.905397013614405,0.906905903237064,0.932552456932197,0.474917888641357,0.01488995552063,0.7661736011505127
UNSW_13,4,5,DT,0.950551113032202,0.920169740887132,0.970192958301512,0.920169740887132,0.924637946237614,0.947584224744081,0.539425849914551,0.017434597015381,0.8572196960449219
UNSW_13,5,6,DT,0.946214249693826,0.915609134826526,0.961889784497455,0.915609134826526,0.914079316946547,0.943095742350586,0.542104721069336,0.015415191650391,0.7739517688751221
UNSW_13,6,7,DT,0.938750810460342,0.907760649978041,0.961643295780538,0.907760649978041,0.903344173040181,0.935199571586483,0.594440937042236,0.017399787902832,0.8098757266998291
UNSW_13,7,8,DT,0.944370002161228,0.913669740887132,0.961107306511354,0.913669740887132,0.911760504010209,0.941144565018916,0.570433378219604,0.015690088272095,0.8455824851989746
UNSW_13,8,9,DT,0.946804985231612,0.916230346947738,0.96853782408216,0.916230346947738,0.919330023076938,0.943624945589821,0.563239097595215,0.014553546905518,0.7620489597320557
UNSW_13,9,10,DT,0.953144586124919,0.922897013614405,0.971476039650156,0.922897013614405,0.919783963636327,0.950424988719093,0.50656008720398,0.016271829605103,0.8949861526489258
UNSW_13,10,11,DT,0.946617678841582,0.916033377250768,0.967213517949073,0.916033377250768,0.918323525407154,0.943432843021435,0.612378358840942,0.020740985870361,0.8050055503845215
UNSW_13,11,12,DT,0.944931921331316,0.914260649978041,0.965813217618919,0.914260649978041,0.915738768661468,0.941665388900102,0.616844892501831,0.015531778335571,0.7765285968780518
UNSW_13,12,13,DT,0.950551113032202,0.920169740887132,0.963511467065117,0.920169740887132,0.920592632618157,0.947682521144759,0.517833948135376,0.01593542098999,0.8227238655090332
UNSW_13,13,14,DT,0.941935019090844,0.911109134826526,0.965306371528674,0.911109134826526,0.910553246640097,0.938490716187183,0.617721080780029,0.020705699920654,0.9023282527923584
UNSW_13,14,15,DT,0.943808082991139,0.913078831796223,0.972551062149458,0.913078831796223,0.918279391960938,0.940347091236241,0.546377658843994,0.019580125808716,0.8385677337646484
UNSW_13,15,16,DT,0.940436567970607,0.909533377250768,0.962255082020264,0.909533377250768,0.90588222812206,0.936983069616213,0.57523775100708,0.015306234359741,1.0873069763183594
UNSW_13,16,17,DT,0.942871551040991,0.912093983311375,0.963325687510912,0.912093983311375,0.908995958439363,0.939559233436934,0.533179759979248,0.016878604888916,0.8091897964477539
UNSW_13,17,18,DT,0.941560406310784,0.910715195432587,0.973509807938304,0.910715195432587,0.914100142324385,0.937913399800037,0.622740507125854,0.022440910339355,0.9888148307800293
UNSW_13,18,19,DT,0.94755421079173,0.917018225735617,0.96597009513779,0.917018225735617,0.917604439328797,0.944479149130459,0.596622705459595,0.016081809997559,0.8476061820983887
UNSW_13,19,20,DT,0.945306534111375,0.914654589371981,0.972039334755234,0.914654589371981,0.917066513142182,0.941999373492605,0.668909311294556,0.020540475845337,0.8265869617462158
UNSW_13,20,21,DT,0.946963475253944,0.916397013614405,0.969206061516716,0.916397013614405,0.920247133031258,0.943777768441973,0.535310983657837,0.016557931900024,0.8326334953308105
UNSW_13,21,22,DT,0.942496938260932,0.911700043917435,0.966233229584297,0.911700043917435,0.912642161624855,0.939059084354279,0.592853546142578,0.016216993331909,0.805609941482544
UNSW_13,22,23,DT,0.945681146891434,0.91504852876592,0.963635025851232,0.91504852876592,0.91474556554386,0.942506399938597,0.683976888656616,0.021564960479736,0.8023862838745117
UNSW_13,23,24,DT,0.941373099920755,0.910518225735617,0.969842878228103,0.910518225735617,0.913564688555577,0.937784135304384,0.572784185409546,0.01806378364563,0.8686230182647705
UNSW_13,24,25,DT,0.959700309775953,0.929790953008344,0.972589007765982,0.929790953008344,0.930905072415656,0.957363726588425,0.622032642364502,0.017796993255615,0.8168482780456543
UNSW_13,25,26,DT,0.941560406310784,0.910715195432587,0.97332846482995,0.910715195432587,0.91417166056495,0.937918892956555,0.660394430160522,0.019145250320435,0.8298585414886475
UNSW_13,26,27,DT,0.945868453281464,0.91524549846289,0.975132071826554,0.91524549846289,0.920087418770437,0.942503863175231,0.649674654006958,0.019790410995483,0.8404414653778076
UNSW_13,27,28,DT,0.945868453281464,0.91524549846289,0.963693098719302,0.91524549846289,0.914721010274745,0.942729896600898,0.59384036064148,0.016025543212891,0.8278777599334717
UNSW_13,28,29,DT,0.944744614941287,0.914063680281072,0.964018930717964,0.914063680281072,0.911990425567471,0.941540897914411,0.729640245437622,0.019414186477661,0.84368896484375
