Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
UNSW_13,0,1,DT,0.944744614941287,0.914063680281072,0.968998218995113,0.914063680281072,0.917339046958265,0.941410376318021,0.574220418930054,0.018226146697998,0.9171693325042725
UNSW_13,1,2,DT,0.945681146891434,0.91504852876592,0.968268265371981,0.91504852876592,0.917718152079756,0.942413331134435,0.577893018722534,0.015445947647095,0.8829135894775391
UNSW_13,2,3,DT,0.964382969526691,0.934715195432587,0.978980996624955,0.934715195432587,0.93926739742073,0.962258026436974,0.562617301940918,0.015022754669189,0.8013453483581543
UNSW_13,3,4,DT,0.940998487140696,0.910124286341678,0.972991177953035,0.910124286341678,0.9137482594623,0.937333048242062,0.541163682937622,0.014601230621338,0.8243565559387207
UNSW_13,4,5,DT,0.945306534111375,0.914654589371981,0.962340307829923,0.914654589371981,0.913929454839059,0.942118396484999,0.5894775390625,0.014904022216797,0.7981281280517578
UNSW_13,5,6,DT,0.937814278510194,0.906775801493193,0.961252201954138,0.906775801493193,0.901915423759663,0.934208739347744,0.602644443511963,0.015219211578369,0.8078205585479736
UNSW_13,6,7,DT,0.939874648800519,0.90894246815986,0.96232569548577,0.90894246815986,0.905245387778281,0.936384833310202,0.505377531051636,0.014980792999268,0.7987644672393799
UNSW_13,7,8,DT,0.943808082991139,0.913078831796223,0.965630565483998,0.913078831796223,0.914440064582214,0.940473136020515,0.705909490585327,0.021253824234009,1.0714614391326904
UNSW_13,8,9,DT,0.949427274692025,0.918987922705314,0.969968931168138,0.918987922705314,0.923165066238123,0.946402420640054,0.706458568572998,0.018678426742554,1.0207738876342773
UNSW_13,9,10,DT,0.949773071104387,0.91935155906895,0.963929894643791,0.91935155906895,0.91972660384786,0.946851538514888,0.64185643196106,0.018178939819336,0.9216084480285645
UNSW_13,10,11,DT,0.950363806642173,0.919972771190162,0.969973803435375,0.919972771190162,0.924166836392377,0.94739008652165,0.723592758178711,0.019456624984741,0.966224193572998
